NAME1 RA1 DEC1 Z1 RMS1 R1 G1 M1 Cf1 Cl1 Aib1 Aog1 NAME2 RA2 DEC2 Z2 RMS2 R2 G2 M2 Cf2 Cl2 Aib2 Aog2
J231815.67+001540.2 349.565290 0.261179 0.029773 0.007171 56.000000 0.623301 -2.559402 0.445707 3.941852 0.107815 0.072111 J102332.55+522031.4 155.885610 52.342049 0.032224 0.018057 44.000000 0.647132 -1.954445 0.472126 3.141945 0.202354 0.132383
J231815.67+001540.2 349.565290 0.261179 0.029773 0.007171 56.000000 0.623301 -2.559402 0.445707 3.941852 0.107815 0.072111 J134527.23+475521.8 206.363450 47.922710 0.028057 0.021990 65.000000 0.512582 -1.869122 0.356820 2.744072 0.239337 0.109279
J231815.67+001540.2 349.565290 0.261179 0.029773 0.007171 56.000000 0.623301 -2.559402 0.445707 3.941852 0.107815 0.072111 J131408.61-002628.0 198.535890 -0.441123 0.039251 0.015397 43.000000 0.486139 -1.797131 0.293331 2.592570 0.171835 0.083078
J231815.67+001540.2 349.565290 0.261179 0.029773 0.007171 56.000000 0.623301 -2.559402 0.445707 3.941852 0.107815 0.072111 J125821.16+045308.4 194.588160 4.885653 0.036308 0.023461 30.000000 0.657825 -2.749013 0.488174 4.515450 0.196900 0.136907
J144331.27+492335.2 220.880290 49.393125 0.030161 0.026653 34.000000 0.634320 -2.125568 0.474921 3.184110 0.226390 0.182094 J133853.41+004519.4 204.722550 0.755388 0.039639 0.010821 32.000000 0.652756 -2.411546 0.470857 3.580017 0.135992 0.095822
J144331.27+492335.2 220.880290 49.393125 0.030161 0.026653 34.000000 0.634320 -2.125568 0.474921 3.184110 0.226390 0.182094 J153138.87+351649.7 232.911950 35.280473 0.036928 0.015841 39.000000 0.606497 -2.572741 0.482345 4.301690 0.175445 0.083318
J144331.27+492335.2 220.880290 49.393125 0.030161 0.026653 34.000000 0.634320 -2.125568 0.474921 3.184110 0.226390 0.182094 J131704.95+014940.7 199.270640 1.827976 0.036357 0.027429 33.000000 0.530121 -1.901281 0.339015 2.559417 0.194929 0.117038
J144331.27+492335.2 220.880290 49.393125 0.030161 0.026653 34.000000 0.634320 -2.125568 0.474921 3.184110 0.226390 0.182094 J121649.03+472619.7 184.204280 47.438799 0.024202 0.017633 61.000000 0.585125 -2.355456 0.466124 3.589277 0.170339 0.108755
J144331.27+492335.2 220.880290 49.393125 0.030161 0.026653 34.000000 0.634320 -2.125568 0.474921 3.184110 0.226390 0.182094 J105646.12+053940.0 164.192150 5.661108 0.039652 0.018054 35.000000 0.565888 -2.345091 0.431425 3.421234 0.164834 0.093440
J153552.40+575409.5 233.968350 57.902639 0.030319 0.024632 5.000000 0.794405 -2.693294 0.743796 3.010300 0.024744 0.024744 J095914.76+125916.5 149.811510 12.987914 0.034352 0.014198 20.000000 0.707553 -2.361840 0.603349 3.010300 0.182889 0.171403
J153552.40+575409.5 233.968350 57.902639 0.030319 0.024632 5.000000 0.794405 -2.693294 0.743796 3.010300 0.024744 0.024744 J153928.56+465859.7 234.868980 46.983251 0.037889 0.018296 11.000000 0.733035 -2.510353 0.660555 3.266063 0.066763 0.062928
J153552.40+575409.5 233.968350 57.902639 0.030319 0.024632 5.000000 0.794405 -2.693294 0.743796 3.010300 0.024744 0.024744 J110621.38+502316.8 166.589100 50.387999 0.039864 0.022290 15.000000 0.693169 -2.467195 0.537600 3.184110 0.084061 0.076847
J153552.40+575409.5 233.968350 57.902639 0.030319 0.024632 5.000000 0.794405 -2.693294 0.743796 3.010300 0.024744 0.024744 J134049.96+052458.6 205.208170 5.416291 0.038335 0.021898 25.000000 0.612762 -2.112578 0.376746 3.010300 0.145032 0.074117
J153552.40+575409.5 233.968350 57.902639 0.030319 0.024632 5.000000 0.794405 -2.693294 0.743796 3.010300 0.024744 0.024744 J083523.72+420909.6 128.848830 42.152677 0.034243 0.013139 20.000000 0.713099 -2.725950 0.624184 3.766638 0.112693 0.106727
J123651.18+453904.2 189.213250 45.651162 0.030419 0.020360 45.000000 0.552322 -1.852365 0.336970 2.821357 0.192052 0.118231 J121451.24-032922.2 183.713520 -3.489500 0.033521 0.027029 30.000000 0.635292 -2.330234 0.472074 3.406206 0.161561 0.105249
J123651.18+453904.2 189.213250 45.651162 0.030419 0.020360 45.000000 0.552322 -1.852365 0.336970 2.821357 0.192052 0.118231 J080248.17+450204.4 120.700710 45.034554 0.038792 0.018480 29.000000 0.613314 -2.126317 0.433009 2.821357 0.121356 0.068461
J123651.18+453904.2 189.213250 45.651162 0.030419 0.020360 45.000000 0.552322 -1.852365 0.336970 2.821357 0.192052 0.118231 J110630.66+063333.9 166.627750 6.559403 0.040187 0.024645 32.000000 0.624780 -2.400971 0.489845 3.890756 0.192701 0.111292
J123651.18+453904.2 189.213250 45.651162 0.030419 0.020360 45.000000 0.552322 -1.852365 0.336970 2.821357 0.192052 0.118231 J031100.77-082528.3 47.753226 -8.424518 0.035314 0.019570 20.000000 0.681122 -2.486846 0.610195 3.141945 0.056715 0.045475
J123651.18+453904.2 189.213250 45.651162 0.030419 0.020360 45.000000 0.552322 -1.852365 0.336970 2.821357 0.192052 0.118231 J133817.77+481641.1 204.574040 48.278074 0.027811 0.021918 20.000000 0.680654 -2.425156 0.593216 3.141945 0.132218 0.132218
J155909.63+350147.5 239.790120 35.029857 0.031003 0.020085 45.000000 0.605076 -3.144762 0.480950 4.830709 0.128714 0.078922 J121451.24-032922.2 183.713520 -3.489500 0.033521 0.027029 30.000000 0.635292 -2.330234 0.472074 3.406206 0.161561 0.105249
J155909.63+350147.5 239.790120 35.029857 0.031003 0.020085 45.000000 0.605076 -3.144762 0.480950 4.830709 0.128714 0.078922 J080248.17+450204.4 120.700710 45.034554 0.038792 0.018480 29.000000 0.613314 -2.126317 0.433009 2.821357 0.121356 0.068461
J155909.63+350147.5 239.790120 35.029857 0.031003 0.020085 45.000000 0.605076 -3.144762 0.480950 4.830709 0.128714 0.078922 J110630.66+063333.9 166.627750 6.559403 0.040187 0.024645 32.000000 0.624780 -2.400971 0.489845 3.890756 0.192701 0.111292
J155909.63+350147.5 239.790120 35.029857 0.031003 0.020085 45.000000 0.605076 -3.144762 0.480950 4.830709 0.128714 0.078922 J031100.77-082528.3 47.753226 -8.424518 0.035314 0.019570 20.000000 0.681122 -2.486846 0.610195 3.141945 0.056715 0.045475
J155909.63+350147.5 239.790120 35.029857 0.031003 0.020085 45.000000 0.605076 -3.144762 0.480950 4.830709 0.128714 0.078922 J133817.77+481641.1 204.574040 48.278074 0.027811 0.021918 20.000000 0.680654 -2.425156 0.593216 3.141945 0.132218 0.132218
J074507.25+460420.7 116.280220 46.072420 0.031301 0.027290 51.000000 0.561391 -2.455236 0.451303 3.548469 0.219920 0.115720 J130905.60+113802.9 197.273330 11.634127 0.025197 0.025400 51.000000 0.606360 -2.364588 0.469486 3.494850 0.112033 0.064123
J074507.25+460420.7 116.280220 46.072420 0.031301 0.027290 51.000000 0.561391 -2.455236 0.451303 3.548469 0.219920 0.115720 J103719.33+433515.3 159.330560 43.587589 0.024763 0.026562 52.000000 0.612294 -2.691816 0.539102 4.173163 0.123690 0.076904
J074507.25+460420.7 116.280220 46.072420 0.031301 0.027290 51.000000 0.561391 -2.455236 0.451303 3.548469 0.219920 0.115720 J085326.21+454609.8 133.359220 45.769391 0.040795 0.012428 30.000000 0.696882 -2.372135 0.536844 3.406206 0.081786 0.059529
J074507.25+460420.7 116.280220 46.072420 0.031301 0.027290 51.000000 0.561391 -2.455236 0.451303 3.548469 0.219920 0.115720 J090554.49+471045.5 136.477060 47.179305 0.027218 0.015185 35.000000 0.680775 -2.329550 0.620611 3.086500 0.177006 0.156042
J074507.25+460420.7 116.280220 46.072420 0.031301 0.027290 51.000000 0.561391 -2.455236 0.451303 3.548469 0.219920 0.115720 J220141.64+115124.4 330.423490 11.856781 0.029660 0.019128 52.000000 0.572793 -2.170073 0.438492 3.184110 0.184942 0.096332
J110016.03+461615.2 165.066800 46.270893 0.031777 0.021196 13.000000 0.666895 -2.196955 0.497783 2.614394 0.087189 0.050630 J100008.40+005905.3 150.034990 0.984794 0.031865 0.014189 10.000000 0.750622 -2.620107 0.668890 3.010300 0.081784 0.081784
J110016.03+461615.2 165.066800 46.270893 0.031777 0.021196 13.000000 0.666895 -2.196955 0.497783 2.614394 0.087189 0.050630 J150843.24+405554.6 227.180150 40.931821 0.030237 0.023142 20.000000 0.643122 -2.420770 0.535598 3.494850 0.155729 0.078937
J110016.03+461615.2 165.066800 46.270893 0.031777 0.021196 13.000000 0.666895 -2.196955 0.497783 2.614394 0.087189 0.050630 J171725.53+291107.9 259.356390 29.185534 0.028563 0.014330 13.000000 0.708519 -2.322937 0.573678 3.494850 0.063449 0.056298
J110016.03+461615.2 165.066800 46.270893 0.031777 0.021196 13.000000 0.666895 -2.196955 0.497783 2.614394 0.087189 0.050630 J111636.49+553856.8 169.152040 55.649103 0.032415 0.016234 17.000000 0.617128 -2.092495 0.459392 3.184110 0.136746 0.075682
J110016.03+461615.2 165.066800 46.270893 0.031777 0.021196 13.000000 0.666895 -2.196955 0.497783 2.614394 0.087189 0.050630 J160151.51+024810.0 240.464610 2.802771 0.032900 0.024654 23.000000 0.482345 -1.748590 0.237008 2.503012 0.353066 0.254913
J230920.26+004523.5 347.334430 0.756515 0.032279 0.006790 75.000000 0.606121 -2.494397 0.459799 3.969728 0.127885 0.082909 J143318.48+344404.4 218.326990 34.734557 0.034321 0.023005 44.000000 0.595007 -2.597501 0.491126 3.829584 0.163127 0.082008
J230920.26+004523.5 347.334430 0.756515 0.032279 0.006790 75.000000 0.606121 -2.494397 0.459799 3.969728 0.127885 0.082909 J075953.49+232324.2 119.972870 23.390062 0.029170 0.016982 42.000000 0.676254 -2.167769 0.527383 3.077120 0.105847 0.077930
J230920.26+004523.5 347.334430 0.756515 0.032279 0.006790 75.000000 0.606121 -2.494397 0.459799 3.969728 0.127885 0.082909 J152041.34+490623.6 230.172240 49.106545 0.038404 0.016661 49.000000 0.602055 -2.463730 0.474752 3.890756 0.158841 0.084351
J230920.26+004523.5 347.334430 0.756515 0.032279 0.006790 75.000000 0.606121 -2.494397 0.459799 3.969728 0.127885 0.082909 J093003.56+341325.3 142.514840 34.223705 0.042111 0.017092 30.000000 0.667882 -2.569105 0.567414 3.979400 0.078268 0.058388
J230920.26+004523.5 347.334430 0.756515 0.032279 0.006790 75.000000 0.606121 -2.494397 0.459799 3.969728 0.127885 0.082909 J081200.75+390045.2 123.003110 39.012543 0.041201 0.023325 40.000000 0.551528 -2.214492 0.365979 3.231318 0.253410 0.162935
J161927.81+395832.3 244.865880 39.975635 0.032390 0.015756 30.000000 0.619069 -2.312437 0.439310 3.313789 0.146919 0.089279 J090131.21+491931.4 135.380040 49.325394 0.027372 0.021644 35.000000 0.598567 -2.314754 0.469878 3.661969 0.137919 0.076307
J161927.81+395832.3 244.865880 39.975635 0.032390 0.015756 30.000000 0.619069 -2.312437 0.439310 3.313789 0.146919 0.089279 J171459.27+644825.1 258.746960 64.806984 0.040814 0.015489 26.000000 0.590193 -2.102798 0.396968 2.898918 0.152409 0.090869
J161927.81+395832.3 244.865880 39.975635 0.032390 0.015756 30.000000 0.619069 -2.312437 0.439310 3.313789 0.146919 0.089279 J103111.53+605605.4 157.798030 60.934841 0.031054 0.016468 28.000000 0.605049 -2.140556 0.457829 2.917883 0.128028 0.084062
J161927.81+395832.3 244.865880 39.975635 0.032390 0.015756 30.000000 0.619069 -2.312437 0.439310 3.313789 0.146919 0.089279 J144723.12+020545.1 221.846320 2.095855 0.035290 0.028403 29.000000 0.599026 -2.597097 0.502025 4.225490 0.201274 0.094859
J161927.81+395832.3 244.865880 39.975635 0.032390 0.015756 30.000000 0.619069 -2.312437 0.439310 3.313789 0.146919 0.089279 J122436.01+551650.6 186.150040 55.280732 0.034054 0.016948 43.000000 0.615004 -2.195787 0.488345 3.701813 0.247905 0.122410
J154744.15+412408.3 236.933940 41.402300 0.032609 0.027289 30.000000 0.630992 -2.531527 0.510472 3.890756 0.144102 0.080863 J110621.38+502316.8 166.589100 50.387999 0.039864 0.022290 15.000000 0.693169 -2.467195 0.537600 3.184110 0.084061 0.076847
J154744.15+412408.3 236.933940 41.402300 0.032609 0.027289 30.000000 0.630992 -2.531527 0.510472 3.890756 0.144102 0.080863 J134640.80+522836.6 206.669980 52.476826 0.029231 0.017207 20.000000 0.697264 -2.504940 0.606419 3.141945 0.069709 0.058579
J154744.15+412408.3 236.933940 41.402300 0.032609 0.027289 30.000000 0.630992 -2.531527 0.510472 3.890756 0.144102 0.080863 J021404.40+131156.3 33.518328 13.198982 0.041680 0.017486 20.000000 0.590086 -2.113620 0.453477 2.657395 0.121068 0.074577
J154744.15+412408.3 236.933940 41.402300 0.032609 0.027289 30.000000 0.630992 -2.531527 0.510472 3.890756 0.144102 0.080863 J113240.25+525701.4 173.167690 52.950379 0.026595 0.021953 11.000000 0.726859 -2.898866 0.630956 3.494850 0.132064 0.131949
J154744.15+412408.3 236.933940 41.402300 0.032609 0.027289 30.000000 0.630992 -2.531527 0.510472 3.890756 0.144102 0.080863 J083523.72+420909.6 128.848830 42.152677 0.034243 0.013139 20.000000 0.713099 -2.725950 0.624184 3.766638 0.112693 0.106727
J134952.84+020445.1 207.470180 2.079195 0.032847 0.013646 15.000000 0.723935 -2.793891 0.662082 3.890756 0.077532 0.076597 J095914.76+125916.5 149.811510 12.987914 0.034352 0.014198 20.000000 0.707553 -2.361840 0.603349 3.010300 0.182889 0.171403
J134952.84+020445.1 207.470180 2.079195 0.032847 0.013646 15.000000 0.723935 -2.793891 0.662082 3.890756 0.077532 0.076597 J153928.56+465859.7 234.868980 46.983251 0.037889 0.018296 11.000000 0.733035 -2.510353 0.660555 3.266063 0.066763 0.062928
J134952.84+020445.1 207.470180 2.079195 0.032847 0.013646 15.000000 0.723935 -2.793891 0.662082 3.890756 0.077532 0.076597 J150126.33+020410.8 225.359710 2.069674 0.042446 0.018856 14.000000 0.696952 -2.366492 0.581027 3.701813 0.082563 0.059527
J134952.84+020445.1 207.470180 2.079195 0.032847 0.013646 15.000000 0.723935 -2.793891 0.662082 3.890756 0.077532 0.076597 J215259.07-000903.4 328.246140 -0.150942 0.027562 0.008651 35.000000 0.660426 -2.479092 0.522058 3.580017 0.100298 0.062840
J134952.84+020445.1 207.470180 2.079195 0.032847 0.013646 15.000000 0.723935 -2.793891 0.662082 3.890756 0.077532 0.076597 J074535.90+243443.7 116.399580 24.578802 0.040239 0.017091 14.000000 0.697113 -2.231360 0.563667 2.821357 0.168004 0.148756
J164045.62+431656.8 250.190090 43.282449 0.033153 0.012950 18.000000 0.680979 -2.430293 0.550986 3.345034 0.103461 0.088697 J081535.09+264143.5 123.896220 26.695424 0.040306 0.016460 15.000000 0.637704 -2.083984 0.468018 2.385606 0.272115 0.237351
J164045.62+431656.8 250.190090 43.282449 0.033153 0.012950 18.000000 0.680979 -2.430293 0.550986 3.345034 0.103461 0.088697 J075438.46+423238.8 118.660230 42.544112 0.031824 0.013890 11.000000 0.720582 -2.174789 0.515038 2.385606 0.050351 0.043923
J164045.62+431656.8 250.190090 43.282449 0.033153 0.012950 18.000000 0.680979 -2.430293 0.550986 3.345034 0.103461 0.088697 J120057.53-024523.8 180.239720 -2.756604 0.035056 0.026097 15.000000 0.632082 -2.246404 0.497131 3.184110 0.152510 0.095270
J164045.62+431656.8 250.190090 43.282449 0.033153 0.012950 18.000000 0.680979 -2.430293 0.550986 3.345034 0.103461 0.088697 J114959.98+475825.7 177.499910 47.973794 0.032821 0.025238 17.000000 0.610119 -2.036040 0.473759 3.184110 0.155131 0.085941
J164045.62+431656.8 250.190090 43.282449 0.033153 0.012950 18.000000 0.680979 -2.430293 0.550986 3.345034 0.103461 0.088697 J075424.26+343047.9 118.601090 34.513317 0.029439 0.016201 13.000000 0.719190 -2.251105 0.585249 2.614394 0.073796 0.056077
J112628.73+472453.8 171.619720 47.414958 0.033330 0.025254 10.000000 0.657611 -2.225231 0.474696 3.266063 0.111302 0.087714 J004214.99-104414.9 10.562467 -10.737473 0.035910 0.019835 11.000000 0.646488 -2.113166 0.440202 3.266063 0.139802 0.104683
J112628.73+472453.8 171.619720 47.414958 0.033330 0.025254 10.000000 0.657611 -2.225231 0.474696 3.266063 0.111302 0.087714 J080846.81+381942.5 122.195040 38.328467 0.031844 0.023654 12.000000 0.672508 -2.290330 0.512620 3.266063 0.132926 0.069292
J112628.73+472453.8 171.619720 47.414958 0.033330 0.025254 10.000000 0.657611 -2.225231 0.474696 3.266063 0.111302 0.087714 J164414.29+314459.0 251.059530 31.749712 0.039118 0.017504 11.000000 0.634588 -2.238059 0.443054 3.266063 0.173600 0.127799
J112628.73+472453.8 171.619720 47.414958 0.033330 0.025254 10.000000 0.657611 -2.225231 0.474696 3.266063 0.111302 0.087714 J130808.53+640023.8 197.035550 64.006619 0.041207 0.015975 14.000000 0.610341 -2.059085 0.390943 2.614394 0.144598 0.074085
J112628.73+472453.8 171.619720 47.414958 0.033330 0.025254 10.000000 0.657611 -2.225231 0.474696 3.266063 0.111302 0.087714 J115725.05+092038.6 179.354390 9.344042 0.035689 0.031656 15.000000 0.589813 -2.153771 0.427156 2.821357 0.202043 0.083112
J075525.29+391109.9 118.855390 39.186094 0.033513 0.011252 52.000000 0.632458 -2.909299 0.529748 4.830709 0.148451 0.081115 J111943.96+073529.0 169.933150 7.591395 0.039289 0.024249 17.000000 0.724109 -2.411804 0.558326 3.184110 0.108927 0.091920
J075525.29+391109.9 118.855390 39.186094 0.033513 0.011252 52.000000 0.632458 -2.909299 0.529748 4.830709 0.148451 0.081115 J131915.90+543606.3 199.816230 54.601739 0.032297 0.024008 27.000000 0.640711 -2.438241 0.489995 3.217263 0.118474 0.083203
J075525.29+391109.9 118.855390 39.186094 0.033513 0.011252 52.000000 0.632458 -2.909299 0.529748 4.830709 0.148451 0.081115 J080359.20+234520.5 120.996670 23.755681 0.029397 0.024001 35.000000 0.621482 -2.418361 0.513073 3.580017 0.144177 0.068079
J075525.29+391109.9 118.855390 39.186094 0.033513 0.011252 52.000000 0.632458 -2.909299 0.529748 4.830709 0.148451 0.081115 J120914.11+470330.1 182.308790 47.058364 0.024220 0.021560 20.000000 0.671868 -2.672784 0.598653 3.890756 0.084111 0.084111
J075525.29+391109.9 118.855390 39.186094 0.033513 0.011252 52.000000 0.632458 -2.909299 0.529748 4.830709 0.148451 0.081115 J123838.10+453414.5 189.658760 45.570687 0.040484 0.020113 15.000000 0.701151 -2.552718 0.614616 3.184110 0.085253 0.075602
J162345.89+410456.4 245.941190 41.082333 0.033522 0.014708 15.000000 0.705266 -2.772433 0.618444 4.064567 0.088258 0.088258 J112301.31+470308.7 170.755470 47.052418 0.025523 0.020939 27.000000 0.701357 -2.579314 0.558789 4.326507 0.149513 0.124985
J162345.89+410456.4 245.941190 41.082333 0.033522 0.014708 15.000000 0.705266 -2.772433 0.618444 4.064567 0.088258 0.088258 J154304.11+511249.0 235.767110 51.213624 0.036164 0.019453 14.000000 0.719839 -2.032842 0.497651 2.821357 0.079876 0.069016
J162345.89+410456.4 245.941190 41.082333 0.033522 0.014708 15.000000 0.705266 -2.772433 0.618444 4.064567 0.088258 0.088258 J112136.42+114413.5 170.401740 11.737096 0.039816 0.025551 15.000000 0.647684 -2.096508 0.505235 3.010300 0.104580 0.065207
J162345.89+410456.4 245.941190 41.082333 0.033522 0.014708 15.000000 0.705266 -2.772433 0.618444 4.064567 0.088258 0.088258 J154624.05+431715.6 236.600190 43.287666 0.034222 0.021702 33.000000 0.581545 -2.572471 0.530082 4.064567 0.224927 0.109902
J162345.89+410456.4 245.941190 41.082333 0.033522 0.014708 15.000000 0.705266 -2.772433 0.618444 4.064567 0.088258 0.088258 J013924.88-092404.3 24.853679 -9.401187 0.025061 0.019247 37.000000 0.506048 -2.001308 0.328258 2.870156 0.179594 0.110714
J110501.98+594103.6 166.258230 59.684343 0.033762 0.022922 36.000000 0.553784 -2.389814 0.443165 3.740940 0.202286 0.124199 J111943.96+073529.0 169.933150 7.591395 0.039289 0.024249 17.000000 0.724109 -2.411804 0.558326 3.184110 0.108927 0.091920
J110501.98+594103.6 166.258230 59.684343 0.033762 0.022922 36.000000 0.553784 -2.389814 0.443165 3.740940 0.202286 0.124199 J131915.90+543606.3 199.816230 54.601739 0.032297 0.024008 27.000000 0.640711 -2.438241 0.489995 3.217263 0.118474 0.083203
J110501.98+594103.6 166.258230 59.684343 0.033762 0.022922 36.000000 0.553784 -2.389814 0.443165 3.740940 0.202286 0.124199 J150624.23+322551.0 226.600970 32.430827 0.043420 0.022506 9.000000 0.792041 -2.278450 0.634476 2.720340 0.064861 0.064577
J110501.98+594103.6 166.258230 59.684343 0.033762 0.022922 36.000000 0.553784 -2.389814 0.443165 3.740940 0.202286 0.124199 J172837.52+570842.2 262.156330 57.145065 0.027539 0.018265 39.000000 0.560945 -2.542198 0.452290 3.961958 0.161628 0.090246
J110501.98+594103.6 166.258230 59.684343 0.033762 0.022922 36.000000 0.553784 -2.389814 0.443165 3.740940 0.202286 0.124199 J111914.85+035751.3 169.811890 3.964257 0.039807 0.023631 23.000000 0.663950 -2.664591 0.497690 4.008162 0.163403 0.119071
J011448.68-002946.1 18.702821 -0.496134 0.033828 0.006965 35.000000 0.683559 -1.704772 0.420741 2.540777 0.150763 0.145365 J075953.49+232324.2 119.972870 23.390062 0.029170 0.016982 42.000000 0.676254 -2.167769 0.527383 3.077120 0.105847 0.077930
J011448.68-002946.1 18.702821 -0.496134 0.033828 0.006965 35.000000 0.683559 -1.704772 0.420741 2.540777 0.150763 0.145365 J015650.69+145224.2 29.211199 14.873377 0.043689 0.015464 40.000000 0.583206 -2.416543 0.420671 3.566052 0.160103 0.099907
J011448.68-002946.1 18.702821 -0.496134 0.033828 0.006965 35.000000 0.683559 -1.704772 0.420741 2.540777 0.150763 0.145365 J085547.66+004739.4 133.948600 0.794283 0.041708 0.018788 37.000000 0.586790 -1.799521 0.390308 2.796540 0.165776 0.109849
J011448.68-002946.1 18.702821 -0.496134 0.033828 0.006965 35.000000 0.683559 -1.704772 0.420741 2.540777 0.150763 0.145365 J152552.61+542218.0 231.469200 54.371679 0.039401 0.012486 27.000000 0.733498 -2.446698 0.624679 3.701813 0.080066 0.062739
J011448.68-002946.1 18.702821 -0.496134 0.033828 0.006965 35.000000 0.683559 -1.704772 0.420741 2.540777 0.150763 0.145365 J094632.03+351949.3 146.633460 35.330358 0.042790 0.022016 35.000000 0.642994 -2.541757 0.532806 4.146519 0.169918 0.108277
J164107.64+224924.8 250.281830 22.823568 0.033871 0.021822 14.000000 0.680306 -2.216559 0.479169 2.821357 0.077658 0.048211 J164107.64+224924.8 250.281830 22.823568 0.033884 0.021111 14.000000 0.679860 -2.185041 0.473018 2.821357 0.075573 0.051856
J164107.64+224924.8 250.281830 22.823568 0.033871 0.021822 14.000000 0.680306 -2.216559 0.479169 2.821357 0.077658 0.048211 J144837.04+514331.0 222.154320 51.725287 0.036443 0.023135 17.000000 0.626766 -1.983624 0.437967 2.559417 0.129443 0.083969
J164107.64+224924.8 250.281830 22.823568 0.033871 0.021822 14.000000 0.680306 -2.216559 0.479169 2.821357 0.077658 0.048211 J114504.88+463733.6 176.270330 46.625995 0.035143 0.026042 15.000000 0.623322 -2.015208 0.453662 3.010300 0.094650 0.059100
J164107.64+224924.8 250.281830 22.823568 0.033871 0.021822 14.000000 0.680306 -2.216559 0.479169 2.821357 0.077658 0.048211 J120314.20+044955.7 180.809150 4.832146 0.038553 0.023565 22.000000 0.618522 -2.535221 0.461540 3.890756 0.239692 0.150250
J164107.64+224924.8 250.281830 22.823568 0.033871 0.021822 14.000000 0.680306 -2.216559 0.479169 2.821357 0.077658 0.048211 J132513.63+622345.3 201.306790 62.395916 0.041763 0.017160 13.000000 0.693962 -2.149573 0.566324 2.614394 0.121553 0.111406
J112255.74+523825.3 170.732230 52.640361 0.033901 0.021676 29.000000 0.626472 -2.498457 0.485630 3.701813 0.153302 0.081799 J164128.36+381608.4 250.368150 38.268997 0.038726 0.020005 23.000000 0.617486 -2.282516 0.432545 3.266063 0.140561 0.071832
J112255.74+523825.3 170.732230 52.640361 0.033901 0.021676 29.000000 0.626472 -2.498457 0.485630 3.701813 0.153302 0.081799 J163934.96+355604.5 249.895670 35.934582 0.037347 0.025264 20.000000 0.659823 -2.451853 0.525693 3.634994 0.166499 0.122539
J112255.74+523825.3 170.732230 52.640361 0.033901 0.021676 29.000000 0.626472 -2.498457 0.485630 3.701813 0.153302 0.081799 J150720.42+022328.1 226.835070 2.391139 0.042919 0.018570 10.000000 0.726245 -2.093534 0.585485 3.010300 0.179447 0.172613
J112255.74+523825.3 170.732230 52.640361 0.033901 0.021676 29.000000 0.626472 -2.498457 0.485630 3.701813 0.153302 0.081799 J143416.62+371202.7 218.569260 37.200737 0.034895 0.023395 20.000000 0.616744 -1.917441 0.354308 2.525750 0.124934 0.087882
J112255.74+523825.3 170.732230 52.640361 0.033901 0.021676 29.000000 0.626472 -2.498457 0.485630 3.701813 0.153302 0.081799 J143143.18-021248.8 217.929910 -2.213563 0.029512 0.024666 15.000000 0.719478 -2.177018 0.456711 3.010300 0.124590 0.098588
J161809.38+361957.8 244.539070 36.332728 0.033977 0.017535 13.000000 0.697821 -2.337898 0.514718 3.494850 0.132925 0.110222 J023310.79-074813.4 38.294963 -7.803722 0.030938 0.017851 15.000000 0.679021 -2.261472 0.515603 3.010300 0.074488 0.051567
J161809.38+361957.8 244.539070 36.332728 0.033977 0.017535 13.000000 0.697821 -2.337898 0.514718 3.494850 0.132925 0.110222 J160406.98+443259.1 241.029090 44.549745 0.042971 0.022263 10.000000 0.687819 -2.144019 0.514024 3.010300 0.087514 0.061934
J161809.38+361957.8 244.539070 36.332728 0.033977 0.017535 13.000000 0.697821 -2.337898 0.514718 3.494850 0.132925 0.110222 J120443.26+483837.4 181.180260 48.643733 0.040934 0.017339 17.000000 0.584972 -1.886793 0.379228 2.559417 0.178999 0.127182
J161809.38+361957.8 244.539070 36.332728 0.033977 0.017535 13.000000 0.697821 -2.337898 0.514718 3.494850 0.132925 0.110222 J143232.50+340625.4 218.135420 34.107050 0.042432 0.023983 15.000000 0.599749 -2.325724 0.421480 3.184110 0.153849 0.076625
J161809.38+361957.8 244.539070 36.332728 0.033977 0.017535 13.000000 0.697821 -2.337898 0.514718 3.494850 0.132925 0.110222 J132904.55+560353.3 202.268950 56.064810 0.042745 0.022928 20.000000 0.557339 -1.975183 0.369086 2.720340 0.219575 0.103110
J162636.40+350242.1 246.651670 35.045019 0.034012 0.022104 34.000000 0.538667 -2.342516 0.417811 3.580017 0.253450 0.123235 J113209.24-005633.4 173.038490 -0.942617 0.026154 0.017721 32.000000 0.659791 -2.544377 0.560553 3.979400 0.124960 0.086180
J162636.40+350242.1 246.651670 35.045019 0.034012 0.022104 34.000000 0.538667 -2.342516 0.417811 3.580017 0.253450 0.123235 J215815.29+112924.9 329.563690 11.490248 0.031103 0.017010 27.000000 0.611814 -2.218670 0.410742 3.010300 0.150418 0.093397
J162636.40+350242.1 246.651670 35.045019 0.034012 0.022104 34.000000 0.538667 -2.342516 0.417811 3.580017 0.253450 0.123235 J102523.66+645955.3 156.348580 64.998681 0.029630 0.030194 30.000000 0.554485 -1.836506 0.287655 2.385606 0.214535 0.146418
J162636.40+350242.1 246.651670 35.045019 0.034012 0.022104 34.000000 0.538667 -2.342516 0.417811 3.580017 0.253450 0.123235 J145850.70-011914.5 224.711260 -1.320698 0.037763 0.023606 15.000000 0.692923 -2.275116 0.536727 3.010300 0.089800 0.064657
