NAME1 RA1 DEC1 Z1 RMS1 R1 G1 M1 Cf1 Cl1 Aib1 Aog1 NAME2 RA2 DEC2 Z2 RMS2 R2 G2 M2 Cf2 Cl2 Aib2 Aog2
J124638.73+513455.9 191.661370 51.582200 0.066815 0.023642 10.000000 0.639362 -2.315320 0.463836 3.010300 0.137700 0.078209 J095223.26+062719.2 148.096920 6.455321 0.074045 0.020766 10.000000 0.632225 -2.171321 0.483588 2.720340 0.237191 0.171447
J124638.73+513455.9 191.661370 51.582200 0.066815 0.023642 10.000000 0.639362 -2.315320 0.463836 3.010300 0.137700 0.078209 J083656.78+344413.4 129.236570 34.737053 0.064551 0.012201 10.000000 0.701022 -2.320309 0.603348 3.010300 0.153619 0.141492
J124638.73+513455.9 191.661370 51.582200 0.066815 0.023642 10.000000 0.639362 -2.315320 0.463836 3.010300 0.137700 0.078209 J120736.55+600736.9 181.902280 60.126903 0.063034 0.022380 10.000000 0.627405 -2.043176 0.351589 2.129844 0.121332 0.075277
J124638.73+513455.9 191.661370 51.582200 0.066815 0.023642 10.000000 0.639362 -2.315320 0.463836 3.010300 0.137700 0.078209 J101017.83+565544.2 152.574310 56.928945 0.073487 0.011089 13.000000 0.671259 -1.994759 0.409725 2.614394 0.157488 0.105684
J132709.68-013118.4 201.790320 -1.521779 0.066822 0.024750 33.000000 0.483604 -2.096945 0.340839 3.098944 0.262615 0.095395 J223937.59-093158.2 339.906630 -9.532846 0.073568 0.029189 22.000000 0.541848 -2.168581 0.409789 3.266063 0.207550 0.111795
J132709.68-013118.4 201.790320 -1.521779 0.066822 0.024750 33.000000 0.483604 -2.096945 0.340839 3.098944 0.262615 0.095395 J083108.36+305344.3 127.784840 30.895632 0.073728 0.020715 25.000000 0.557845 -2.116644 0.362912 2.898918 0.235832 0.132512
J132709.68-013118.4 201.790320 -1.521779 0.066822 0.024750 33.000000 0.483604 -2.096945 0.340839 3.098944 0.262615 0.095395 J090317.40+100100.6 135.822500 10.016826 0.061980 0.022109 28.000000 0.558140 -2.405721 0.441106 3.217263 0.156904 0.074357
J132709.68-013118.4 201.790320 -1.521779 0.066822 0.024750 33.000000 0.483604 -2.096945 0.340839 3.098944 0.262615 0.095395 J075652.81+291942.3 119.220060 29.328403 0.067656 0.017823 15.000000 0.695602 -2.553352 0.598304 3.010300 0.098698 0.093443
J132709.68-013118.4 201.790320 -1.521779 0.066822 0.024750 33.000000 0.483604 -2.096945 0.340839 3.098944 0.262615 0.095395 J090547.34+364643.2 136.447240 36.778680 0.057819 0.018018 25.000000 0.649826 -2.211407 0.473863 3.383468 0.120398 0.087508
J080752.27+383211.0 121.967800 38.536388 0.066853 0.023280 20.000000 0.655488 -2.597819 0.587427 4.375306 0.121591 0.064241 J102911.38+064304.2 157.297420 6.717827 0.067174 0.021389 20.000000 0.593813 -2.441025 0.533929 3.766638 0.131334 0.079701
J080752.27+383211.0 121.967800 38.536388 0.066853 0.023280 20.000000 0.655488 -2.597819 0.587427 4.375306 0.121591 0.064241 J145007.49+560934.4 222.531200 56.159547 0.064573 0.016092 19.000000 0.635911 -2.149703 0.493043 2.720340 0.131340 0.092431
J080752.27+383211.0 121.967800 38.536388 0.066853 0.023280 20.000000 0.655488 -2.597819 0.587427 4.375306 0.121591 0.064241 J150014.25+354637.0 225.059370 35.776957 0.071571 0.022075 32.000000 0.576693 -2.373480 0.416103 3.406206 0.255539 0.111066
J080752.27+383211.0 121.967800 38.536388 0.066853 0.023280 20.000000 0.655488 -2.597819 0.587427 4.375306 0.121591 0.064241 J153924.57+032453.7 234.852380 3.414920 0.064184 0.026576 20.000000 0.605662 -2.115390 0.431228 2.870156 0.189889 0.100991
J080752.27+383211.0 121.967800 38.536388 0.066853 0.023280 20.000000 0.655488 -2.597819 0.587427 4.375306 0.121591 0.064241 J111703.77+411217.6 169.265720 41.204889 0.075382 0.017537 18.000000 0.613339 -1.663335 0.330576 2.235790 0.208872 0.166239
J124612.11+410811.9 191.550450 41.136645 0.066907 0.025126 15.000000 0.639979 -2.316290 0.511371 3.701813 0.109958 0.059282 J145019.04+015205.3 222.579350 1.868128 0.069379 0.027713 13.000000 0.654836 -2.420461 0.542786 3.701813 0.133065 0.084352
J124612.11+410811.9 191.550450 41.136645 0.066907 0.025126 15.000000 0.639979 -2.316290 0.511371 3.701813 0.109958 0.059282 J211333.80-000950.5 318.390820 -0.164026 0.073324 0.009246 14.000000 0.696338 -1.890108 0.489728 2.821357 0.099179 0.072964
J124612.11+410811.9 191.550450 41.136645 0.066907 0.025126 15.000000 0.639979 -2.316290 0.511371 3.701813 0.109958 0.059282 J111601.90+500754.1 169.007920 50.131706 0.075913 0.015625 15.000000 0.648335 -2.294391 0.516842 3.010300 0.118874 0.076372
J124612.11+410811.9 191.550450 41.136645 0.066907 0.025126 15.000000 0.639979 -2.316290 0.511371 3.701813 0.109958 0.059282 J221113.65+133404.8 332.806890 13.568007 0.074626 0.027846 11.000000 0.589389 -2.332080 0.465592 3.266063 0.136661 0.084753
J124612.11+410811.9 191.550450 41.136645 0.066907 0.025126 15.000000 0.639979 -2.316290 0.511371 3.701813 0.109958 0.059282 J134435.79-024513.7 206.149130 -2.753801 0.075113 0.017266 19.000000 0.608109 -2.034950 0.427935 2.870156 0.182190 0.107757
J102124.88+012720.3 155.353660 1.455647 0.066923 0.028267 17.000000 0.481579 -2.018762 0.330627 2.559417 0.233304 0.104119 J081032.82+391737.4 122.636770 39.293720 0.073590 0.022923 17.000000 0.573813 -2.224043 0.481624 3.345034 0.188304 0.096046
J102124.88+012720.3 155.353660 1.455647 0.066923 0.028267 17.000000 0.481579 -2.018762 0.330627 2.559417 0.233304 0.104119 J094222.71+021108.0 145.594630 2.185564 0.060018 0.027432 14.000000 0.650186 -2.406863 0.516843 2.821357 0.137283 0.087781
J102124.88+012720.3 155.353660 1.455647 0.066923 0.028267 17.000000 0.481579 -2.018762 0.330627 2.559417 0.233304 0.104119 J223515.81-095334.7 338.815870 -9.892968 0.062746 0.029191 18.000000 0.592604 -2.284947 0.442064 3.345034 0.189722 0.096778
J102124.88+012720.3 155.353660 1.455647 0.066923 0.028267 17.000000 0.481579 -2.018762 0.330627 2.559417 0.233304 0.104119 J100256.37+433338.3 150.734870 43.560648 0.074470 0.021365 20.000000 0.559552 -1.782517 0.322457 2.385606 0.209522 0.108879
J102124.88+012720.3 155.353660 1.455647 0.066923 0.028267 17.000000 0.481579 -2.018762 0.330627 2.559417 0.233304 0.104119 J144728.40+600901.2 221.868330 60.150339 0.066584 0.023451 17.000000 0.649580 -2.361111 0.518054 3.345034 0.132071 0.074278
J032048.20+005137.7 50.200826 0.860473 0.067001 0.006890 23.000000 0.680368 -2.464415 0.518710 3.494850 0.106205 0.081210 J131807.17+152412.7 199.529860 15.403516 0.076243 0.023503 15.000000 0.606390 -2.278333 0.529044 3.010300 0.136930 0.083174
J032048.20+005137.7 50.200826 0.860473 0.067001 0.006890 23.000000 0.680368 -2.464415 0.518710 3.494850 0.106205 0.081210 J121034.28+023005.9 182.642840 2.501652 0.075933 0.026868 16.000000 0.574328 -1.980428 0.340745 2.559417 0.202980 0.152385
J032048.20+005137.7 50.200826 0.860473 0.067001 0.006890 23.000000 0.680368 -2.464415 0.518710 3.494850 0.106205 0.081210 J131014.40+445950.6 197.560020 44.997381 0.076648 0.020656 20.000000 0.551515 -1.769979 0.310849 2.525750 0.178543 0.095289
J032048.20+005137.7 50.200826 0.860473 0.067001 0.006890 23.000000 0.680368 -2.464415 0.518710 3.494850 0.106205 0.081210 J103158.37+101412.8 157.993190 10.236887 0.065336 0.025752 22.000000 0.535139 -2.212581 0.389983 3.141945 0.251098 0.117838
J032048.20+005137.7 50.200826 0.860473 0.067001 0.006890 23.000000 0.680368 -2.464415 0.518710 3.494850 0.106205 0.081210 J170205.60+314750.7 255.523330 31.797422 0.065209 0.016940 30.000000 0.586851 -2.385842 0.503461 3.701813 0.196179 0.082955
J003147.25-004359.4 7.946855 -0.733159 0.067030 0.009278 15.000000 0.646974 -2.338200 0.493076 3.010300 0.102956 0.064799 J211057.53-011202.9 317.739720 -1.200813 0.070185 0.009354 10.000000 0.709288 -1.884558 0.445473 2.129844 0.070319 0.056572
J003147.25-004359.4 7.946855 -0.733159 0.067030 0.009278 15.000000 0.646974 -2.338200 0.493076 3.010300 0.102956 0.064799 J115919.06+103344.2 179.829410 10.562282 0.069047 0.022430 11.000000 0.657743 -2.294654 0.481769 3.266063 0.178063 0.145153
J003147.25-004359.4 7.946855 -0.733159 0.067030 0.009278 15.000000 0.646974 -2.338200 0.493076 3.010300 0.102956 0.064799 J092029.65+422917.6 140.123540 42.488219 0.063590 0.023014 11.000000 0.608718 -2.188890 0.403896 2.385606 0.119593 0.072545
J003147.25-004359.4 7.946855 -0.733159 0.067030 0.009278 15.000000 0.646974 -2.338200 0.493076 3.010300 0.102956 0.064799 J080238.57+262728.4 120.660710 26.457882 0.075630 0.018349 10.000000 0.546636 -1.592830 0.284346 2.129844 0.200051 0.130009
J003147.25-004359.4 7.946855 -0.733159 0.067030 0.009278 15.000000 0.646974 -2.338200 0.493076 3.010300 0.102956 0.064799 J011237.91+000510.7 18.157969 0.086316 0.067756 0.008100 11.000000 0.723894 -2.300103 0.535505 3.266063 0.073883 0.067436
J081121.40+405451.8 122.839170 40.914381 0.067063 0.012414 8.000000 0.748193 -2.067149 0.464636 2.385606 0.061013 0.054253 J154010.14+484222.0 235.042270 48.706101 0.070231 0.017062 15.000000 0.644642 -2.185360 0.542730 3.701813 0.197313 0.131206
J081121.40+405451.8 122.839170 40.914381 0.067063 0.012414 8.000000 0.748193 -2.067149 0.464636 2.385606 0.061013 0.054253 J233025.76-103307.2 352.607340 -10.552008 0.071919 0.019739 11.000000 0.626094 -2.075363 0.463442 3.266063 0.114245 0.058983
J081121.40+405451.8 122.839170 40.914381 0.067063 0.012414 8.000000 0.748193 -2.067149 0.464636 2.385606 0.061013 0.054253 J102220.34+630431.3 155.584730 63.075359 0.077037 0.020962 6.000000 0.734734 -2.291556 0.557071 1.989700 0.088553 0.086420
J081121.40+405451.8 122.839170 40.914381 0.067063 0.012414 8.000000 0.748193 -2.067149 0.464636 2.385606 0.061013 0.054253 J101604.28+091143.2 154.017840 9.195322 0.066924 0.022964 13.000000 0.615409 -2.154883 0.444205 2.614394 0.211847 0.141147
J081121.40+405451.8 122.839170 40.914381 0.067063 0.012414 8.000000 0.748193 -2.067149 0.464636 2.385606 0.061013 0.054253 J154925.95+450913.4 237.358140 45.153735 0.058985 0.015827 15.000000 0.628853 -2.183064 0.429581 3.010300 0.148274 0.084147
J122141.17+130029.3 185.421560 13.008130 0.067065 0.016543 11.000000 0.625118 -2.070556 0.468805 3.266063 0.151857 0.110707 J114448.15+561635.9 176.200640 56.276625 0.072327 0.023254 17.000000 0.469672 -1.795977 0.307189 2.559417 0.239939 0.090370
J122141.17+130029.3 185.421560 13.008130 0.067065 0.016543 11.000000 0.625118 -2.070556 0.468805 3.266063 0.151857 0.110707 J154551.94+061554.7 236.466410 6.265181 0.068410 0.024838 11.000000 0.648415 -2.285788 0.435744 3.266063 0.127258 0.083080
J122141.17+130029.3 185.421560 13.008130 0.067065 0.016543 11.000000 0.625118 -2.070556 0.468805 3.266063 0.151857 0.110707 J103151.42+031324.0 157.964230 3.223342 0.071741 0.018262 13.000000 0.624148 -2.090726 0.458033 3.266063 0.198465 0.122168
J122141.17+130029.3 185.421560 13.008130 0.067065 0.016543 11.000000 0.625118 -2.070556 0.468805 3.266063 0.151857 0.110707 J123353.32+473640.9 188.472170 47.611355 0.066567 0.015344 15.000000 0.595384 -2.000699 0.399154 2.385606 0.187146 0.122028
J122141.17+130029.3 185.421560 13.008130 0.067065 0.016543 11.000000 0.625118 -2.070556 0.468805 3.266063 0.151857 0.110707 J090407.60+373851.3 136.031680 37.647585 0.059037 0.022953 15.000000 0.570526 -2.083947 0.406099 3.010300 0.187392 0.078364
J080545.95+504156.5 121.441470 50.699022 0.067403 0.027271 16.000000 0.556827 -2.299779 0.365019 3.184110 0.220915 0.094133 J154713.14+392560.0 236.804750 39.433329 0.057571 0.020309 14.000000 0.647698 -2.089110 0.449638 2.821357 0.091929 0.055222
J080545.95+504156.5 121.441470 50.699022 0.067403 0.027271 16.000000 0.556827 -2.299779 0.365019 3.184110 0.220915 0.094133 J091829.00+405803.5 139.620850 40.967647 0.073438 0.016399 20.000000 0.593141 -2.347409 0.451271 3.494850 0.179953 0.107024
J080545.95+504156.5 121.441470 50.699022 0.067403 0.027271 16.000000 0.556827 -2.299779 0.365019 3.184110 0.220915 0.094133 J141650.55+572335.0 214.210640 57.393055 0.069337 0.022870 15.000000 0.593437 -2.251448 0.367324 3.010300 0.169402 0.113957
J080545.95+504156.5 121.441470 50.699022 0.067403 0.027271 16.000000 0.556827 -2.299779 0.365019 3.184110 0.220915 0.094133 J150501.56+371311.7 226.256510 37.219924 0.065133 0.021916 9.000000 0.710574 -2.236015 0.558649 2.720340 0.115415 0.094924
J080545.95+504156.5 121.441470 50.699022 0.067403 0.027271 16.000000 0.556827 -2.299779 0.365019 3.184110 0.220915 0.094133 J114529.10+482417.4 176.371240 48.404847 0.072774 0.022787 16.000000 0.528434 -2.117688 0.380489 3.184110 0.250714 0.145566
J153923.52+360941.6 234.848010 36.161558 0.067550 0.014596 27.000000 0.601010 -1.984923 0.459301 3.116246 0.296689 0.214644 J135039.83+053928.6 207.665950 5.657943 0.071479 0.019848 23.000000 0.591836 -2.081854 0.384012 2.898918 0.131308 0.078897
J153923.52+360941.6 234.848010 36.161558 0.067550 0.014596 27.000000 0.601010 -1.984923 0.459301 3.116246 0.296689 0.214644 J093141.01+411602.3 142.920870 41.267294 0.072042 0.022168 20.000000 0.659154 -2.484271 0.529592 3.634994 0.171973 0.120402
J153923.52+360941.6 234.848010 36.161558 0.067550 0.014596 27.000000 0.601010 -1.984923 0.459301 3.116246 0.296689 0.214644 J095600.71+130806.8 149.002940 13.135219 0.070080 0.016147 20.000000 0.621523 -1.997933 0.375914 2.525750 0.119755 0.085201
J153923.52+360941.6 234.848010 36.161558 0.067550 0.014596 27.000000 0.601010 -1.984923 0.459301 3.116246 0.296689 0.214644 J123711.62+090205.8 189.298410 9.034953 0.064077 0.020719 25.000000 0.516526 -1.809306 0.288823 2.279660 0.177308 0.097853
J153923.52+360941.6 234.848010 36.161558 0.067550 0.014596 27.000000 0.601010 -1.984923 0.459301 3.116246 0.296689 0.214644 J085834.89+070232.9 134.645380 7.042459 0.074203 0.018527 23.000000 0.563620 -2.155172 0.378875 3.266063 0.200117 0.113710
J130030.38+010247.5 195.126600 1.046537 0.067573 0.016773 19.000000 0.516614 -1.988666 0.304821 2.385606 0.155501 0.072910 J131020.79+003104.5 197.586640 0.517906 0.062911 0.020457 14.000000 0.621463 -1.955655 0.347063 2.614394 0.140789 0.086018
J130030.38+010247.5 195.126600 1.046537 0.067573 0.016773 19.000000 0.516614 -1.988666 0.304821 2.385606 0.155501 0.072910 J110726.21+570324.8 166.859220 57.056900 0.063489 0.015785 11.000000 0.692026 -2.395845 0.608021 3.266063 0.085447 0.077359
J130030.38+010247.5 195.126600 1.046537 0.067573 0.016773 19.000000 0.516614 -1.988666 0.304821 2.385606 0.155501 0.072910 J012452.32-093412.3 21.218009 -9.570096 0.074324 0.020790 10.000000 0.659783 -1.960965 0.364999 3.010300 0.136851 0.098491
J130030.38+010247.5 195.126600 1.046537 0.067573 0.016773 19.000000 0.516614 -1.988666 0.304821 2.385606 0.155501 0.072910 J153842.99+511308.2 234.679120 51.218939 0.077048 0.020285 15.000000 0.582179 -2.099064 0.404270 2.821357 0.191096 0.093085
J130030.38+010247.5 195.126600 1.046537 0.067573 0.016773 19.000000 0.516614 -1.988666 0.304821 2.385606 0.155501 0.072910 J075710.73+282941.1 119.294700 28.494753 0.073660 0.022700 14.000000 0.638773 -2.491886 0.502452 3.701813 0.180679 0.127944
J105828.77+525929.1 164.619890 52.991426 0.067584 0.025002 11.000000 0.656810 -2.308301 0.533221 2.614394 0.096776 0.087520 J115735.15+095250.1 179.396440 9.880574 0.072946 0.031362 15.000000 0.561447 -1.968269 0.387397 2.385606 0.176868 0.091564
J105828.77+525929.1 164.619890 52.991426 0.067584 0.025002 11.000000 0.656810 -2.308301 0.533221 2.614394 0.096776 0.087520 J124625.85-014745.5 191.607700 -1.795984 0.068272 0.020720 20.000000 0.614531 -1.819246 0.372001 3.010300 0.192751 0.102739
J105828.77+525929.1 164.619890 52.991426 0.067584 0.025002 11.000000 0.656810 -2.308301 0.533221 2.614394 0.096776 0.087520 J232347.96-094659.2 350.949820 -9.783123 0.072473 0.014804 20.000000 0.591595 -2.017480 0.353782 2.525750 0.150642 0.072394
J105828.77+525929.1 164.619890 52.991426 0.067584 0.025002 11.000000 0.656810 -2.308301 0.533221 2.614394 0.096776 0.087520 J131419.62+433212.5 198.581750 43.536810 0.075678 0.020221 10.000000 0.718129 -2.417092 0.611951 3.010300 0.076235 0.065232
J105828.77+525929.1 164.619890 52.991426 0.067584 0.025002 11.000000 0.656810 -2.308301 0.533221 2.614394 0.096776 0.087520 J093752.53+584409.8 144.468880 58.736068 0.069401 0.019162 15.000000 0.635497 -2.056102 0.415438 3.010300 0.115715 0.072804
J140519.73+025814.2 211.332190 2.970602 0.067805 0.027116 20.000000 0.609729 -2.165098 0.489141 3.345034 0.176361 0.070775 J094259.31+604444.9 145.747120 60.745816 0.075255 0.021174 17.000000 0.586763 -2.174197 0.440806 3.345034 0.134186 0.064361
J140519.73+025814.2 211.332190 2.970602 0.067805 0.027116 20.000000 0.609729 -2.165098 0.489141 3.345034 0.176361 0.070775 J123227.88+112810.8 188.116160 11.469658 0.071159 0.018045 17.000000 0.633904 -2.288738 0.452672 3.184110 0.137775 0.093226
J140519.73+025814.2 211.332190 2.970602 0.067805 0.027116 20.000000 0.609729 -2.165098 0.489141 3.345034 0.176361 0.070775 J223521.16-010948.4 338.838180 -1.163437 0.076284 0.010759 11.000000 0.753630 -2.221863 0.583615 2.385606 0.081429 0.080175
J140519.73+025814.2 211.332190 2.970602 0.067805 0.027116 20.000000 0.609729 -2.165098 0.489141 3.345034 0.176361 0.070775 J112737.56+080503.5 171.906500 8.084303 0.063978 0.022912 22.000000 0.530445 -1.911208 0.320163 2.781513 0.159308 0.084854
J140519.73+025814.2 211.332190 2.970602 0.067805 0.027116 20.000000 0.609729 -2.165098 0.489141 3.345034 0.176361 0.070775 J120600.40+481729.1 181.501660 48.291430 0.063137 0.018396 15.000000 0.696154 -2.422210 0.574741 3.184110 0.097172 0.082778
J121157.48+055801.1 182.989520 5.966976 0.067820 0.024971 19.000000 0.579576 -2.080016 0.401257 2.720340 0.164925 0.080822 J105621.57-005320.3 164.089880 -0.888976 0.075208 0.018352 20.000000 0.599497 -2.391002 0.481818 3.494850 0.178307 0.099528
J121157.48+055801.1 182.989520 5.966976 0.067820 0.024971 19.000000 0.579576 -2.080016 0.401257 2.720340 0.164925 0.080822 J101927.56+013422.5 154.864820 1.572914 0.072809 0.017942 20.000000 0.560958 -2.251201 0.425724 3.494850 0.198890 0.126389
J121157.48+055801.1 182.989520 5.966976 0.067820 0.024971 19.000000 0.579576 -2.080016 0.401257 2.720340 0.164925 0.080822 J140057.52+420226.4 210.239670 42.040680 0.073386 0.021459 19.000000 0.588253 -2.133283 0.440234 2.870156 0.174005 0.089016
J121157.48+055801.1 182.989520 5.966976 0.067820 0.024971 19.000000 0.579576 -2.080016 0.401257 2.720340 0.164925 0.080822 J113730.28+084558.9 174.376150 8.766357 0.066293 0.024150 20.000000 0.593968 -2.411128 0.437046 3.634994 0.157352 0.074759
J121157.48+055801.1 182.989520 5.966976 0.067820 0.024971 19.000000 0.579576 -2.080016 0.401257 2.720340 0.164925 0.080822 J114752.92+090030.6 176.970520 9.008493 0.068904 0.032816 20.000000 0.524665 -1.899412 0.329050 2.525750 0.263762 0.183590
J000657.76+152550.1 1.740679 15.430582 0.067889 0.023168 10.000000 0.574194 -2.243961 0.448751 3.010300 0.236070 0.124165 J143208.82+495022.6 218.036740 49.839621 0.063700 0.027252 7.000000 0.662966 -1.999636 0.337282 1.989700 0.122104 0.087841
J000657.76+152550.1 1.740679 15.430582 0.067889 0.023168 10.000000 0.574194 -2.243961 0.448751 3.010300 0.236070 0.124165 J141131.88+592134.0 212.882830 59.359448 0.064264 0.016072 8.000000 0.648851 -1.861647 0.449213 2.385606 0.133036 0.102464
J000657.76+152550.1 1.740679 15.430582 0.067889 0.023168 10.000000 0.574194 -2.243961 0.448751 3.010300 0.236070 0.124165 J004404.34+000238.6 11.018086 0.044047 0.066207 0.009114 9.000000 0.688625 -1.941872 0.395600 2.720340 0.123686 0.107073
J000657.76+152550.1 1.740679 15.430582 0.067889 0.023168 10.000000 0.574194 -2.243961 0.448751 3.010300 0.236070 0.124165 J080657.53+282224.2 121.739720 28.373390 0.069915 0.019121 10.000000 0.614555 -2.420526 0.459552 2.385606 0.157550 0.103534
J000657.76+152550.1 1.740679 15.430582 0.067889 0.023168 10.000000 0.574194 -2.243961 0.448751 3.010300 0.236070 0.124165 J095448.59+521506.1 148.702460 52.251688 0.073415 0.016951 9.000000 0.669734 -2.392994 0.535091 2.720340 0.165243 0.112314
J150224.73+452353.9 225.603030 45.398298 0.067960 0.021798 17.000000 0.576748 -2.073229 0.335042 2.720340 0.194566 0.111262 J214623.23+000456.7 326.596790 0.082411 0.075017 0.010098 15.000000 0.607140 -2.409682 0.483049 3.184110 0.130360 0.091886
J150224.73+452353.9 225.603030 45.398298 0.067960 0.021798 17.000000 0.576748 -2.073229 0.335042 2.720340 0.194566 0.111262 J143644.08+445532.5 219.183650 44.925696 0.077224 0.022423 13.000000 0.630282 -2.070239 0.428535 2.614394 0.176978 0.104734
J150224.73+452353.9 225.603030 45.398298 0.067960 0.021798 17.000000 0.576748 -2.073229 0.335042 2.720340 0.194566 0.111262 J112433.60+001557.7 171.140010 0.266016 0.067633 0.016432 11.000000 0.658291 -2.414455 0.527230 3.266063 0.105805 0.103587
J150224.73+452353.9 225.603030 45.398298 0.067960 0.021798 17.000000 0.576748 -2.073229 0.335042 2.720340 0.194566 0.111262 J075516.72+392920.1 118.819670 39.488904 0.074723 0.018438 8.000000 0.745778 -2.185719 0.500500 2.385606 0.051689 0.033564
J150224.73+452353.9 225.603030 45.398298 0.067960 0.021798 17.000000 0.576748 -2.073229 0.335042 2.720340 0.194566 0.111262 J101319.75+433102.4 153.332290 43.517346 0.070963 0.017030 19.000000 0.580528 -2.048933 0.384568 2.870156 0.188173 0.115890
J114208.48+531526.0 175.535340 53.257225 0.067965 0.022323 15.000000 0.622901 -2.185168 0.467610 3.010300 0.113670 0.055724 J090620.52+033309.9 136.585510 3.552738 0.071908 0.022945 15.000000 0.604251 -2.254263 0.502359 3.010300 0.156662 0.067145
J114208.48+531526.0 175.535340 53.257225 0.067965 0.022323 15.000000 0.622901 -2.185168 0.467610 3.010300 0.113670 0.055724 J100801.26+073908.6 152.005240 7.652400 0.067974 0.024380 18.000000 0.572652 -2.329017 0.439391 3.345034 0.180761 0.083182
J114208.48+531526.0 175.535340 53.257225 0.067965 0.022323 15.000000 0.622901 -2.185168 0.467610 3.010300 0.113670 0.055724 J040218.49-061912.9 60.577046 -6.320264 0.067427 0.023320 15.000000 0.589853 -2.226756 0.454064 3.010300 0.134689 0.076573
J114208.48+531526.0 175.535340 53.257225 0.067965 0.022323 15.000000 0.622901 -2.185168 0.467610 3.010300 0.113670 0.055724 J142700.21+445536.1 216.750880 44.926690 0.074776 0.018781 15.000000 0.602204 -2.078555 0.446439 3.010300 0.127137 0.056785
J114208.48+531526.0 175.535340 53.257225 0.067965 0.022323 15.000000 0.622901 -2.185168 0.467610 3.010300 0.113670 0.055724 J075244.74+352635.8 118.186400 35.443281 0.076190 0.014433 13.000000 0.624177 -1.716959 0.305677 1.989700 0.168759 0.134413
J121436.49+573720.0 183.652050 57.622226 0.068032 0.014894 8.000000 0.705786 -2.001059 0.454356 2.385606 0.080856 0.063068 J083814.87+525924.2 129.561960 52.990049 0.063736 0.021044 10.000000 0.621272 -1.949088 0.340690 2.129844 0.102353 0.054380
J121436.49+573720.0 183.652050 57.622226 0.068032 0.014894 8.000000 0.705786 -2.001059 0.454356 2.385606 0.080856 0.063068 J165947.03+402750.1 254.945960 40.463930 0.068260 0.015060 17.000000 0.570579 -2.001079 0.405117 2.559417 0.210006 0.113081
J121436.49+573720.0 183.652050 57.622226 0.068032 0.014894 8.000000 0.705786 -2.001059 0.454356 2.385606 0.080856 0.063068 J110809.55+480716.3 167.039780 48.121208 0.072268 0.021337 11.000000 0.603330 -2.205236 0.358904 3.266063 0.161700 0.076362
J121436.49+573720.0 183.652050 57.622226 0.068032 0.014894 8.000000 0.705786 -2.001059 0.454356 2.385606 0.080856 0.063068 J214302.71+123218.7 325.761310 12.538537 0.073207 0.028368 10.000000 0.625755 -2.311370 0.503476 3.010300 0.216426 0.132960
J121436.49+573720.0 183.652050 57.622226 0.068032 0.014894 8.000000 0.705786 -2.001059 0.454356 2.385606 0.080856 0.063068 J022135.79-080825.1 35.399134 -8.140303 0.074767 0.018708 10.000000 0.584567 -1.841994 0.279493 2.385606 0.187029 0.128856
J160020.79+371607.0 240.086630 37.268613 0.068085 0.020160 20.000000 0.610368 -2.183263 0.380936 3.010300 0.143639 0.082590 J153702.55+493201.0 234.260620 49.533605 0.068521 0.022152 25.000000 0.520100 -1.877527 0.306594 2.781513 0.207417 0.118830
J160020.79+371607.0 240.086630 37.268613 0.068085 0.020160 20.000000 0.610368 -2.183263 0.380936 3.010300 0.143639 0.082590 J101927.56+013422.5 154.864820 1.572914 0.072809 0.017942 20.000000 0.560958 -2.251201 0.425724 3.494850 0.198890 0.126389
J160020.79+371607.0 240.086630 37.268613 0.068085 0.020160 20.000000 0.610368 -2.183263 0.380936 3.010300 0.143639 0.082590 J095418.49+422553.1 148.577050 42.431426 0.071987 0.017848 27.000000 0.561839 -2.193344 0.432971 3.010300 0.207385 0.086520
J160020.79+371607.0 240.086630 37.268613 0.068085 0.020160 20.000000 0.610368 -2.183263 0.380936 3.010300 0.143639 0.082590 J114752.92+090030.6 176.970520 9.008493 0.068904 0.032816 20.000000 0.524665 -1.899412 0.329050 2.525750 0.263762 0.183590
J160020.79+371607.0 240.086630 37.268613 0.068085 0.020160 20.000000 0.610368 -2.183263 0.380936 3.010300 0.143639 0.082590 J115140.71+675041.9 177.919610 67.844977 0.062945 0.021794 17.000000 0.648117 -2.413057 0.489235 3.345034 0.130267 0.089578
J101514.28+412424.5 153.809480 41.406793 0.068094 0.014644 10.000000 0.673639 -2.084458 0.489337 3.010300 0.099030 0.075026 J123921.29+522210.4 189.838690 52.369547 0.075829 0.023166 14.000000 0.560521 -2.054874 0.377967 2.821357 0.194473 0.068614
J101514.28+412424.5 153.809480 41.406793 0.068094 0.014644 10.000000 0.673639 -2.084458 0.489337 3.010300 0.099030 0.075026 J153502.05+421804.0 233.758530 42.301112 0.060711 0.026371 9.000000 0.664731 -2.037905 0.393247 2.720340 0.090101 0.054509
J101514.28+412424.5 153.809480 41.406793 0.068094 0.014644 10.000000 0.673639 -2.084458 0.489337 3.010300 0.099030 0.075026 J171336.87+635918.9 258.403610 63.988590 0.070842 0.016408 15.000000 0.586532 -1.980584 0.422224 3.010300 0.141857 0.065531
J101514.28+412424.5 153.809480 41.406793 0.068094 0.014644 10.000000 0.673639 -2.084458 0.489337 3.010300 0.099030 0.075026 J145812.09+373041.5 224.550390 37.511539 0.067003 0.021449 13.000000 0.614462 -2.118427 0.425016 2.614394 0.150902 0.076559
