dr7objid,ra,dec,gz2class
587739646203330602,155.04617,27.817038,SBc3t
587731187813580808,357.77606000000003,1.0567046,SBc2t
587733398109290576,244.12782,35.708027,SBc?t(r)
588017992302526501,209.45596,9.873378,SBb2m(r)
587732482200567894,145.98936,41.687325,SBb2t
588011124116029524,196.90402,62.21589,SBc3m
587732484343005252,132.344,36.710342,SBb?t
587739720843395078,233.45382999999998,21.136204,SBb?t
588023670245425182,183.81015,20.658575,SBd2l(i)
587738194513559562,150.67699,67.73048,SBc4m
588017703471939787,190.7407,12.286952000000001,SBc2l
587724649793716397,179.6401,-2.1356676,SBb2m(r)
588848900994236471,197.90608,0.66581553,SBc2m
587738947207233550,147.16023,33.424755,SBc?t
587737825679048796,128.82275,55.828842,SBb2m
587735665319477506,247.66197000000003,35.056408000000005,SBb2t
587742628534092029,243.56633,9.537187,SBc?t
587729774757740766,210.51997000000003,-1.3579053,SBb+t
587741490354782329,127.50703,17.25985,SBd2m
588295841243136034,158.77023,46.56145,SBc1t(o)
587724649266020472,200.60887,-2.4182749,SBb2m
587738067806781550,123.33803,57.85224,SBc2t
588011103712706643,226.72773999999998,56.509003,SBc+t
587726102558408821,216.53496,5.2379313,SBb3m
587739098593886256,166.99815,36.872284,SBb2m
587731870169563280,174.2418,55.162064,SBb+t
587741602022228046,159.91263999999998,25.322737,SBc2l(d)
588848901522784443,178.90395,1.2371746000000001,SBc2t
587736478126112804,213.12442000000001,11.240551,SBb(r)
587735665846648947,225.19212000000002,49.99366,SBc4t
587738067807043661,123.91115,58.296852,SBb
587735043619487812,145.75912,37.823147,SBb2m
587739406758248597,125.35262,19.147778,SBb(r)
588010879298371703,185.50534,5.100028,SBc
587739811560161312,212.73846,25.497229,SBb2t
588013383266926638,138.93587,42.26625,SBc2l
588010360698830896,184.53372,6.139545,SBb2m
587728905564127365,119.988106,35.81432,SBb2t
587729752211915020,257.553,30.308212,SBb?t
587731872847495230,117.50008999999999,30.024942,SBb2t(r)
587729777453367603,235.29108,-1.7061913,SBc2t
587739131345698890,215.73055,32.850654999999996,SBb2l(d)
588018055119634471,232.87836000000001,40.430042,SBd2m
588010360162025539,184.77696,5.7259617,SBc
588017704554856491,212.1374,11.816230000000001,SBb2m
587732134845677639,171.10263,51.23493,SBb2m
588016891177140229,160.0024,39.122227,SBb2m
588018056721399920,207.9467,50.97834,SBc+t
587739648895942786,176.1074,33.355072,SBb2m(r)
588023668638875778,193.70247,19.177185,SBd2m
587729652353859608,256.72797,30.269756,SBb2t
587741490891391059,126.69929499999999,17.374903,SBb?t
587739505014603871,205.78682,30.337734,SBb2m
588017947750170627,210.9031,39.052814,SBb?t(r)
588017627221852253,162.00435,43.186554,SBc+t
587739707957772430,241.38034,17.963629,SBc2m
587741533319004236,162.00438,28.246378000000004,SBb2m
587739157651914755,143.8595,29.812621999999998,SBb2l
587731187807158352,343.1946,1.1327994,SBb
587738948286677009,162.11626,38.397175,SBb2m
587736542550097941,203.55757,9.635453,SBb
587725775602385217,112.47626000000001,37.45177,SBb2m
587730846886724129,311.56635,-0.22216532,SBb
587736524837683304,217.98909,6.250407,SBc2m
587725816420433981,219.88794,62.002922,SBb2t
588013382183485487,119.10453999999999,27.012559999999997,SBb2t
587739407313928198,170.72311000000002,34.340923,SBb2m
587733428698873960,227.1396,52.29613,SBd2t(r)
587737809571741888,125.17668,54.126575,SBb(r)
587739707957051536,239.94083999999998,18.80109,SBc3m
587741489834426496,166.82576,28.527763,SBb2m(r)
587742008968544707,120.47549,9.625859,SBb2t(r)
588017625089835118,210.22755,40.988609999999994,SBd(m)
588023670243262470,178.49864,20.572517,SBb2t(o)
587737809576460410,138.44292,62.331802,SBc2m
588017704556888080,216.8107,11.339085,SBb2t
587742061061668951,157.46498,19.833161999999998,SBc2m
587739304762146825,207.68205,33.632607,SBb(r)
588013383283376276,193.85352,52.26771,SBb2t
588017978902970415,213.61345,36.4045,SBb2t
587726033871241253,207.63388,3.1941602000000002,SBb4t
588017625618382866,184.55357,44.17325,SBc2l(m)
587728677927845983,167.50946000000002,63.641932999999995,SBb
588297863636517164,124.00331000000001,27.075870000000002,SBb+t
587726033307959413,147.28654,2.4808302,SBc2m
587742061077004328,194.94722,21.813208,SBc2m
587742577527685165,213.0701,18.299454,SBb(r)
587735343183495514,131.68845,6.959958,SBc?t
587725551199780967,129.80402,53.623512,SBb4t
588017726021697646,209.44846,7.396275,SBb4t
587732482744975392,168.43708999999998,48.2727,SBb2m
587731869633150983,176.06177,55.034954000000006,SBd1m(i)
587745403615772755,149.47267,14.925464999999999,SBb(r)
588023047482245142,148.57405,23.287481,SBc2m
587742891046469710,245.91331,50.96958,SBb(r)
587737826213888130,123.30916,52.45873,SBb+t
587733081884655640,176.1211,55.652237,SBc?t
587742189900267542,172.55368,24.169632,SBb2t(r)
587729158433734726,204.37236000000001,4.104443,SBb3m
587739608629182522,189.70012,32.091488,SBc2t
588016839635501223,127.09293000000001,25.124717999999998,SBd
587727942952419348,132.16756,1.0387847,SBb2l(r)
588015509291532488,50.696766,0.14933555,SBc+m
587728879802318916,151.57048,3.8277519,SBb?t
587741725506601032,189.15858,24.428772,SBc2m
588016879363883085,125.603264,25.509075,SBb?t
587736477055516743,220.37093,9.430918,SBb?t
587733196232917029,191.38284,54.7376,SBb2m
588009371764195470,181.04948000000002,62.505359999999996,SBd2m
588017111299260431,195.23154,47.22209,SBb3m
587729388215075003,138.74303999999998,51.361057,SBc4m
587736916215005274,218.88866000000002,12.908244,SBd2t
587741490897944654,141.42215,23.361612,SBb
587739706328743967,196.72898999999998,28.548033,SBb
588017949357047819,200.40013000000002,42.282715,SBc?t
587741727648579619,175.23488,25.780918,SBb(r)
587731874462629960,124.4558,38.795345000000005,SBb2l
587736916759412744,236.14108,10.293152000000001,SBb+t
587738569250373745,208.51935,13.593841000000001,SBb2m
587739719218036817,197.1137,28.320497999999997,SBb
588017703487537256,226.90047,9.358233,SBb(r)
588010137342246932,142.54898,55.852419999999995,SBb2t
587734305412022496,327.2804,0.44732866,SBc?t
587726014011015340,216.13821000000002,1.1773189,SBb3t
587736477594026031,224.1209,9.354531,SBc2t
588017977801048112,136.09512,27.953003000000002,SBb?t
587725505018658971,255.36757999999998,63.691116,SBc?m
587731681191329815,130.4217,40.657447999999995,SBb3t(m)
587742013267050554,144.29198,16.977201,SBb2m
587741726583423011,196.92838999999998,24.810596,SBb(r)
587742013272621156,157.3722,19.622782,SBb2t
587741722819887133,184.84901000000002,28.30995,SBd?m(d)
587733397572681759,244.35682999999997,35.135746000000005,SBb2m
587739609697943567,176.11314,32.676586,SBb
587742645164179632,242.61064,12.305677000000001,SBc2m
588015509287993404,42.570244,0.09199392,SBb2m
587741817860653252,160.65883,23.95189,SBc2t
587739377236181097,136.78441,25.342458999999998,SBc2m(i)
587725577499181249,262.58926,59.63989300000001,SBc2m
588010879306891373,205.11328,4.7738004,SBb(r)
587739152819159148,125.98035,20.97547,SBc(r)
587734621635084387,138.6093,36.112274,SBb2t
587736618788978746,242.31546,25.712456,SBb2t
588017977801834540,137.87871,28.826588,SBb
588018055120093240,234.01533999999998,39.83149,SBb?t
587733608553120036,245.73126000000002,39.791634,SBc?t
588017116131688457,226.3731,39.944485,SBb2t
587742550681649342,221.6646,16.146448,SBc2t
587742062663041028,135.47273,15.932571,SBb2l(m)
587741725500702723,174.26741,24.096249,SBc2m
587726016691961925,208.42467,3.3774064,SBc2m
587742567318814764,148.13155,15.775457000000001,SBb2m
587731186744885310,9.399194,0.28069225,SBb2m(r)
587726032799203375,211.5392,2.331116,SBc2l
588011217525342311,207.23443999999998,59.835735,SBc(r)
588017978917322838,247.19661000000002,21.49371,SBb2m(i)
588023670241034298,173.17311,20.438660000000002,SBb3m
587728309103165553,170.38698,2.8104403,SBc2m
587739610235666467,178.46278,33.364902,SBd2m
587739406250803370,200.13273999999998,33.291565000000006,SBb?t
588017947743879208,192.39902,41.695698,SBb2m
588848900451270730,183.96875,0.40069607,SBb?t
587731521205567501,132.97842,40.83589,SBb2l(m)
587725505021280402,259.6822,58.13511999999999,SBb?t
588017704550596680,202.16759,12.711211,SBb+t
587739376157589520,126.439224,19.449285999999997,SBb2m
587732578302689330,143.661,5.8414407,SBc2l
587741602568994827,185.01987,27.97532,SBb+t
587728880872128554,142.56328,4.144214,SBc?l(i)
588017571388194877,198.17193999999998,12.60561,SBb4m
587738196651737130,118.42096000000001,52.877304,SBc2m
588016892782706769,145.94218,36.179367,SBb2t
587725590920822897,263.0508,59.94153000000001,SBa
587727944569454761,146.93895,2.6269596,SBd2m
587735235809706122,125.170006,25.905363,SBc2t
587741708866945076,136.18582,18.811237,SBb(r)
587739609170444354,201.48831,31.618277000000003,SBb2t(r)
587742190978007114,182.64283999999998,25.427444,SBb
587739607556620330,192.83302,31.059628000000004,SBb?t
588015509822963821,38.255188000000004,0.42084336,SBb2m
587745402542817347,151.44717,14.338748,SBb3t
588017979434860680,199.76294,39.589333,SBb?m
587746214818807937,258.11852999999996,35.884064,SBb(r)
588017991221116981,191.69307,9.8505535,SBb(r)
587742775093559381,175.19446000000002,17.795904,SBc2t
587742552282824795,199.33244,20.638061999999998,SBb3m
587728948514979905,159.79913,-0.40947497,SBb?t
587735347484753959,146.01001000000002,10.988107000000001,SBb
587735662087962672,155.01518000000002,38.615547,SBc?t(i)
587729407547998459,258.93506,29.404296999999996,SBc2m
587731187272122392,347.33444,0.75649506,SBb3m
588017625628540962,215.46915,39.979095,SBc2t
587736542561304718,229.44727999999998,7.218278999999999,SBc2m
588017564944433327,165.19981,10.7281475,SBb2t
587729409688142008,249.31843999999998,44.418240000000004,SBb2m
587739631706177554,224.89303999999998,27.11625,SBc2m
587739131891875910,238.08638,24.6266,SBc3m
588010357997895754,146.58478,3.0455945,SBb2m(i)
587729651810631860,245.86583,41.706375,SBb2m
587742865279877253,164.53647,17.09571,SBb
587736812058378443,229.8861,9.960016,SBb?t
587739828744683727,229.74239,20.815376,SBb2t
587725040092446735,181.19669,-2.7200785,SBb2l(r)
587742616170004555,235.13939,17.127968,SBb(r)
588017721718538308,184.27153,42.94794,SBa
587742572687851549,176.07896000000002,19.844652,SBb
587739609713344589,217.18861,28.964246999999997,SBb(r)
588017947213037603,210.03842000000003,38.673214,SBb2t
587741600427540561,200.39203999999998,25.516237,SBb1t
587742576443392132,187.62473,19.673033,SBd
587742189918158977,217.0083,21.302845,SBd2m
588015508740374596,18.035976,-0.41021025,SBb2t
587739609173786650,210.19082999999998,30.075977,SBc2m
587739720828846104,197.75714,29.57835,SBb
588017702415892488,231.46912000000003,7.819623,SBc2m
587729774757740609,210.52606,-1.3964537000000001,SBb
587728676860854290,201.93265,62.766575,SBb3m
587738067810779141,135.09425,64.914375,SBb2m(r)
588010879303548970,197.39514,4.9505243,SBb(r)
587726100948648105,218.32297000000003,3.9034011,SBc+m
588016890635157522,146.46776,34.685584999999996,SBd?t
587738618098024451,165.71492,36.783485,SBb
587741533310353470,140.92917,22.909057999999998,SBc3t
587734304877641984,332.9705,0.10873334,SBb2t
587738196652982642,121.05483999999998,55.397659999999995,SBb2l(r)
588017719573282907,191.01318,41.168921999999995,SBb
587731187279921175,5.1074459999999995,0.8263466999999999,SBc2m(m)
587742061097123964,242.15157000000002,12.330989,SBc2t
587739153892638773,124.8838,21.394304,SBc2m
588017625625002023,205.25104,42.431427,SBb2m
588023669705146422,175.60205,20.11929,SBb+t
587741602566832182,179.46408,27.868668,SBb2t
588015507668336710,21.929203,-1.1395898000000002,SBb2t
588017702949552181,224.22112,9.27163,SBc?t
588011219135496313,206.25224,61.280131999999995,SBb2m
587738947740499982,138.21191000000002,30.212284000000004,SBb(r)
587736783068987469,239.79012999999998,35.029865,SBb2m
587738065666506880,151.99312,68.36492,SBc2t
587732054857875467,141.97845,44.506096,SBc2m(i)
588298664114520158,198.23628,47.456623,SBb2m
587728949584986323,151.35034,0.5438589,SBb2m
588017978367148044,216.17557000000002,35.26717,SBc2m
587728310178807862,174.72888,3.5808760000000004,SBb2l
588297865804382261,178.12184,48.458884999999995,SBb2m
588015508214382729,42.89633,-0.7337643,SBb2m
587739720299839570,217.63997,25.51379,SBb2m
587735344264904760,149.06728,10.486075999999999,SBc2m
588010878767661079,199.56783000000001,4.4643044000000005,SBb
587728879272460406,167.6074,3.9865794,SBb
588011218604064834,226.95146,55.18577,SBc(l)
587729385534980105,154.27141,54.82050699999999,SBb3m
588023668092829709,171.47003,18.598959,SBb(r)
587727942422495248,148.04776,1.0954405,SBb
587739407831990535,124.9108,19.932468,SBb
587742774566977674,199.88918,16.986573999999997,SBc3t
587739096451776534,182.44553,36.46286,SBb
587742573760217147,172.75284,20.468935000000002,SBc(m)
587742191513436183,178.8964,25.889439000000003,SBc2m
587736808843116599,218.54852000000002,12.714122999999999,SBb?t
588298663586103425,223.69574,40.784847,SBb2l
587741533329817614,190.33391,30.121733000000003,SBb2m
587745244697591886,140.16942,15.100972,SBb2t
587726015089672356,227.46399,1.7789905,SBb(r)
588023670240903322,172.7654,20.235628,SBc2m
588017729762885660,186.69298,7.914397200000001,SBd?t
587736919968448552,239.00672999999998,30.417408000000002,SBb3t
587738947205791793,143.67212,32.0683,SBb2t
587736542548590635,200.16133,9.786141,SBd
587739153355898995,125.56764,21.092556,SBb(r)
587738066192630071,118.28716999999999,50.130646,SBb(r)
587731514224935024,38.381546,1.1398935,SBb?t
588015508210122861,33.082024,-0.81151676,SBb2m(r)
587725491598590074,257.91747999999995,59.99565,SBc2m
588017991766245536,210.77977,9.363047,SBc2m
588013382210224137,195.73993000000002,51.318540000000006,SBb2m
587736584429306061,219.01077,36.503197,SBb(r)
587739845394563423,243.30284,14.185507999999999,SBb2t
587725551737372779,131.34673999999998,55.118748,SBc2m
587739809951645787,217.58402999999998,23.061777,SBc2m
587735660479381523,161.16316,38.759552,SBc4m
587741600959758370,188.52893,26.670786,SBb
587739158730637371,156.19371,34.648945,SBb2t
587738197191098447,123.21073,57.921528,SBb(r)
587733397025652815,218.68741,48.67023,SBc2l
587726033846272089,150.52933000000002,3.0576807999999995,SBb(r)
587729158970802234,204.80525,4.62334,SBb+m(m)
587742061604765742,172.43831,22.126547,SBc2m
587739407337259013,232.26585,25.458220999999998,SBb2m
587742013283500093,183.90381000000002,21.909267,SBc2l
587728920061280280,228.37166000000002,58.50936,SBb
588017977802227763,138.76471999999998,29.269976,SBb2l
587733079742283951,196.26178000000002,53.653847,SBc
587729752205951190,247.61185,41.483967,SBb4m
587742059996971118,179.51651,21.247925,SBb2t
588017711508815984,198.60869,50.979183,SBb(r)
587736899034546245,235.23357000000001,32.78347,SBb3t
588017116668362863,226.15773,40.372066,SBb2t
587732772121346109,164.13754,9.933937,SBb2t
587739828748157121,237.60797000000002,18.139584,SBc+t
588017115586625604,202.20734,46.26239,SBc2m
588023669707177986,180.43713,20.328325,SBc2m
587729651811680468,247.7642,39.838497,SBb?m
588023046940459118,137.30275,19.407610000000002,SBb
587742629056872471,211.11417000000003,16.303669,SBb2t
587739406786494548,196.97838000000002,34.087109999999996,SBb2t
587739406787018756,198.30606,33.984444,SBc2l
