dr7objid,ra,dec,gz2class
587735742621876247,251.37162999999998,23.047783,SBc2t
588017625617137760,180.6964,44.237297,SBb2t
587733080814518399,190.75557,54.896007999999995,SBc2l
587728930265759836,127.660225,41.71168,SBb
588017723867201613,193.15857,6.3370489999999995,SBb2t
588010878766022725,195.8068,4.5935745,SBc2m
588848899936092415,233.56575,-0.19544408,SBb2m
587739380455768321,230.18117999999998,25.652212,SBb
587736751930147073,238.13261,34.53261,SBc2m
587736942529282377,240.9541,25.972769,SBc2m
587741532244607104,160.60733000000002,27.272940000000002,SBb
588297864728281166,170.18282,46.821102,SBc
588011219671318558,201.49243,62.47028,SBb2m
587728880343777485,162.15784,4.799012,SBc
587731679575146665,120.41917,30.711203,SBb2t(r)
588013381669421291,181.36407,51.276886,SBc2m
587728931339895020,127.71611999999999,42.929109999999994,SBc2l
587735348567081119,165.93423,14.396618,SBb2l
587738946142470239,171.96200000000002,38.234756,SBc2t
587739827664781400,214.95963999999998,23.938328,SBc2l
587731512068472965,17.815796,-0.45594648,SBc2m(i)
587726014533664963,183.72942,2.0337522,SBb
587739506624102562,203.16957,31.986446,SBc2t
587739296163758133,171.61209,35.064934,SBb
587732136451440763,153.89807,48.976677,SBc2l
588010135727308844,131.62854,48.448612,SBb
587739133488201869,202.6406,37.24493,SBb2t
588010358548660372,178.34088,4.353161,SBb
587735744231440413,250.2726,25.484873,SBc2m
587725773996687511,121.66055,46.39648,SBb
587735236880105817,117.99587,21.708775,SBb2l
587735666394202526,250.22532999999999,33.891953,SBc2m
588011102105174117,234.65777999999997,50.985374,SBc3m
588018056733065387,240.50381000000002,37.519909999999996,SBc3t
587736916759675317,236.79236,10.091617999999999,SBc2t
587742062162542786,223.44227999999998,18.552439,SBb
587735666377687249,205.43568,56.214130000000004,SBb(r)
588009368009048233,135.11208,52.155945,SBc2t
587732578849980510,167.59305,7.6613584,SBb
587736975277621638,242.73961,21.494701,SBb2m
587729233054138564,253.03731000000002,43.185875,SBb?t
588023668094926921,176.64545,18.950953,SBb2m(i)
587728917913927905,227.13463,56.970183999999996,SBc2m
587741708337021030,152.60715,23.104095,SBc2m(m)
587738195572883891,112.03911599999999,41.957546,SBc
587734622707318992,134.50673,34.977627000000005,SBb2l
587742903398957192,186.88689,17.910196,SBc
587738066198659295,132.11203,61.608124,SBc(r)
588017625609535586,157.40323,40.80737,SBc2t
587736920512135489,252.9345,21.076124,SBb(r)
587739827131842739,224.11516,21.307146,SBc
588017991775814052,232.82314,7.019531,SBc2l
587728668268167318,122.24498999999999,39.858074,SBc
587741829120852109,166.41291999999999,23.814660999999997,SBb2m
587733080272994451,172.27539,54.094184999999996,SBb2t(m)
587741708332040308,140.77705,19.902454000000002,SBc2t
588848899907125443,167.33377,-0.11539061,SBb2m
587733196771164296,196.93825,54.7096,SBb2m
588016840711405679,131.0858,28.557365,SBc2l
587738615417798763,177.80208000000002,36.08013,SBb2m
587729652883915009,245.70842000000002,43.005703000000004,SBb2m
587741387273273726,121.60538999999999,16.07953,SBb2m
587739407877800225,240.81955,22.06604,SBc2t
588017704026571039,231.8764,9.015222999999999,SBb
587737808490856896,113.62903,39.755024,SBb2t
588017566019158103,167.42803999999998,11.704688,SBc2l
587738947220930583,185.79106000000002,39.88904,SBc2m
587725550144323690,214.28907999999998,63.30693,SBc2l
587738066195972169,124.67928,56.757275,SBb2l
587733605332156556,224.75916,54.074673,SBb?l(d)
588007005805805616,250.2265,43.21528,SBb2m(r)
587735349105066115,168.45137,15.017714000000002,SBb(r)
587729386069033106,144.62767,51.988274,SBc2m
587733195159634031,193.17113999999998,53.724,SBb2t
587732470384361788,122.80471999999999,28.652374,SBb(r)
587731681194934384,139.18063,45.826958000000005,SBc2m
587726031702261853,158.51131999999998,1.5458838,SBc
587742775094542504,177.65601999999998,17.8234,SBb(r)
587736584969715772,228.05282999999997,33.48509,SBc2m
588017721183961164,191.21771,42.422184,SBb(r)
587724648723120260,186.70045,-3.0568378,SBb
587741391035367599,143.50516000000002,25.218191,SBb
587739608637309046,211.07681000000002,29.484919,SBb
587725040628465746,179.27948,-2.3433888,SBc
587742615639687640,249.4459,11.4975395,SBc2m
587739631705129134,222.36717000000002,27.756077,SBb
587738409256550494,161.6802,12.9185,SBb2m
587738947743187138,144.74594,33.065544,SBc(o)
587742573757333671,165.6887,19.910963,SBc
588018253767508213,257.37796000000003,21.609415,SBc2m
587739826588352592,208.0954,24.46772,SBc2t
587742578066391147,217.51787000000002,18.076328,SBc
587739809963769998,245.22742999999997,13.916563,SBb(r)
587725816942428362,144.72513999999998,60.831104,SBb2l
587741829118296198,160.12493999999998,22.854055,SBb?t
587739827662422044,209.03157,25.027798,SBb2t(m)
587732483824222250,187.51848,50.187958,SBb
587745539970695548,126.41443000000001,9.231839,SBb2m
587741721213141081,194.77745,26.548758000000003,SBc2m
587735744225476653,238.08093,34.0705,SBc(r)
587742863140323448,183.53073,16.507849,SBb(r)
588018056196128976,240.08662,37.268603999999996,SBc?m(r)
587729386611998842,166.60477,58.320933999999994,SBb
588013383271579669,151.81815,47.673770000000005,SBb(m)
587739707413168421,223.71579,24.222742,SBb(r)
587734948051091603,143.47878,8.777558,SBb2t
587742550676406430,209.23235,18.294506,SBb2t
587726101491876096,232.86458,3.4612,SBb?t
587734690351874299,139.34153999999998,6.585724400000001,SBc2t
587728931875389625,124.42955,40.854656,SBc2m
588017605222727749,189.8615,45.12331,SBc
587732578296398167,129.3089,4.425797,SBc2l
587741420564447502,131.38232,20.056038,SBc
587733196233638001,194.15926000000002,54.498993000000006,SBb(r)
587733195697356978,196.36835,53.880074,SBb2m
587731187279331410,3.7714653,0.64295083,SBb2t(r)
587733080279154787,196.42444,54.169292000000006,SBc3t
587736941993984359,244.02875,23.833282,SBc2m
587735348039057485,186.70293999999998,14.6940365,SBb
587733398644392122,240.82457000000002,38.84227,SBc2m
587725980155314232,136.33725,57.159909999999996,SBb2m
587733080818712729,206.7661,53.1947,SBb2l
588298664654012549,206.94316,46.526123,SBb3m
588018057259712649,213.01015,50.137093,SBb(r)
587739157656699021,155.95251000000002,33.807964,SBc2m
587741491436978321,146.34021,25.346327,SBb
587739707412775071,222.62308,24.47206,SBb2m
587725992498495708,245.41083999999998,48.450733,SBb
588017606302957668,210.39202999999998,43.20928,SBb(r)
587733441050837149,243.25362,39.237103000000005,SBc2l(m)
587729773682622648,207.31163,-2.293412,SBb2m
587739380996768040,239.61531000000002,21.864632,SBb
588017626171179285,230.7043,34.51632,SBb2m(r)
587731890040864920,178.36594,56.837357,SBb2m
587733410987376788,227.48508999999999,46.399592999999996,SBc2t
587745540520345797,155.65929,15.728477,SBb
587735349103427676,164.63234,14.553139000000002,SBc3m
587735666377490541,204.42844,56.188023,SBc2l
587741600425181313,194.47898999999998,26.0437,SBb2m(d)
587733412593271021,213.87726,52.628292,SBb2m
587736586052698467,248.78383,22.77541,SBc2t
587732053247066326,142.5573,43.18997,SBb
587735349109129359,177.99466999999999,15.335316,SBc2t
587728669342957845,123.42766599999999,42.257877,SBc(d)
587725993040740440,255.1303,38.379417,SBc
587741532784164993,167.37007,28.719340999999996,SBb1m
587742061079363791,200.66168000000002,21.345474,SBb2l
587739377235001476,134.07238999999998,24.148335999999997,SBc2t
587736916217299127,224.10152999999997,12.14446,SBb(r)
587742775622500527,156.40274,16.322687,SBb2m(r)
587725774532247839,118.79075,44.173935,SBc?t
588007003653537888,238.2257,50.618736,SBc2m
587737807967617178,147.26568999999998,63.831540000000004,SBb2m
587735743684280552,227.64835,39.156690000000005,SBb2m
587741829121114282,167.1276,23.81221,SBb2l
588017606304137293,213.9463,42.422653000000004,SBb2t
587725471210799149,141.84355,58.698330000000006,SBb
587732134307627085,167.04396,50.2184,SBb+m
587741727114395831,182.04065,25.613356,SBc
588013381673222210,195.23276,50.867367,SBb2m(r)
587733399176872144,230.84212000000002,45.61495,SBc2m
587739845930123548,240.50194,15.49099,SBb
587742572687196313,174.51593,19.861649,SBd2m
588848899367501863,160.99774,-0.46900195,SBb2l
587739815850344579,233.25352,23.751787,SBc2t(r)
587742901795029003,202.69705,15.793079999999998,SBc?m
588017948272623701,167.57405,40.978584000000005,SBb2m
587731889503469694,176.26285,56.174980000000005,SBb(r)
587731874459680902,118.91735,33.706024,SBb(r)
588017702408421556,214.37847999999997,9.959195,SBb(r)
587731511538090144,32.648125,-0.93761194,SBc2m
587729779052183740,208.28998,-1.2208867,SBb2m
587728930798960682,120.19513,35.52942,SBc2m
588017978358169738,190.84636,39.441975,SBc(r)
587739721903112251,199.20924,30.132414,SBc
587732134848757892,182.21786,51.96839,SBb2m
587733412055744626,211.2557,52.772380000000005,SBc
587741722825654381,199.88861,27.539532,SBc?t
587742013819125939,180.81676000000002,22.390406,SBd
587725980690153569,130.0582,54.162388,SBc2m
588017626161807411,205.13747,42.85886,SBc2t
587735662618935475,139.6557,33.388123,SBb3m
587739631167930498,221.32507,27.656435,SBb
587739631706570896,225.84902999999997,26.672583000000003,SBc(i)
587745403080736864,153.7057,15.236498999999998,SBb2m
588010360698110074,182.85667,6.1073937,SBc2m
588017949356523606,198.83353,42.325157,SBc2m
587732135919550636,171.34903,52.128161999999996,SBc
587735743152193724,238.58777,32.919000000000004,SBc2m
587739381530886176,233.59842000000003,25.113402999999998,SBc?t
587732484900847687,198.08923000000001,50.39606,SBc2m
588017704553349238,208.5915,12.201553,SBc2m
587736546315075982,234.25322999999997,4.790989,SBc
587735662081671327,138.96941999999999,32.465984000000006,SBb2l
587725819099938968,197.1063,68.14759000000001,SBc(r)
587739609694994524,168.20113,31.813337,SBb
587729385547038748,204.66835,57.312523,SBb2l(m)
587741490357141599,132.63861,19.458004000000003,SBc?m
587729158440222954,219.20438,3.5706812999999995,SBb
587730022797607135,233.29552999999999,5.1646757,SBb
588017564953936042,187.4123,11.413277,SBc
588007005259497523,226.0729,58.66405,SBb(r)
588018090548592884,249.5904,25.186544,SBb(r)
587722983910736331,233.0073,0.5578544,SBb
588298664120680608,217.39014,43.383858000000004,SBb2t
587739809949745284,212.97287000000003,24.236113,SBc2m
587741533306487058,132.16083,19.564978,SBc2t
587742014340071528,142.34113,17.26952,SBc2m
587736477054992618,219.17865,9.684844,SBd2m(i)
587741491438420157,149.91975,26.351109,SBb(r)
587732703403376846,161.62329,7.639384,SBb
587739827679396037,248.20436,12.8513775,SBc
587726031170895900,171.0375,1.3159053,SBb2t
587732484349624408,149.08466,44.872692,SBb2m
587737826215919821,128.02202,56.13830600000001,SBb2t
587742062697644185,219.48701,19.90091,SBc2m
587728677928173649,169.08333000000002,63.805325,SBb2m
587732591714238564,175.89815,60.46470600000001,SBb
587731187816071307,3.5526459999999997,1.1694933,SBc2m
588010879839699113,195.732,5.540615,SBc(i)
587722982824542342,204.56407,-0.39854568,SBc2t
587734690888286486,138.28136999999998,6.821500299999999,SBb
587732050550849738,128.334,41.72115,SBc2m
587741533841195388,127.29087,17.896255,SBb2m
587729752746688996,254.84666,34.56848,SBc?t
588017703488848009,229.8546,8.799038000000001,SBd2t
587731681191395384,130.5833,40.755386,SBc(r)
587732048946987160,146.94159,50.481083,SBb
587736545239498771,229.90945,4.480095400000001,SBc
587741829115215909,152.67477,21.3761,SBb2t
588018253750927660,221.94461,46.276990000000005,SBc3m
588009372836233323,172.13368,62.920574,SBb
587739827138527386,239.41982000000002,16.126198000000002,SBc(i)
587736753007296560,245.87737,30.197687,SBc(m)
587742902862872789,188.8366,17.338024,SBc2m
587732136992702546,168.76619,52.513428000000005,SBb
588017724411216134,209.71013,6.001106299999999,SBb
587732484364894263,201.17038,49.66977,SBb2m
587733398646620270,245.40875,35.271484,SBb2m
588017991235076297,223.82321000000002,7.626366,SBb(r)
587739406234419327,155.71968,30.593021000000004,SBc2m
588297863103512736,132.13336,32.336796,SBb(i)
587746213747819036,260.4794,29.84644,SBc2m
587732054315106632,128.30128,36.075233000000004,SBc?t
587741721752830080,202.05704,26.456526,SBb(r)
587731872850378775,122.47368999999999,35.076588,SBb2m
587733412065312949,238.66449,41.15742,SBc2l
587736477057351918,224.57655,9.046384,SBb(r)
587731891111198825,164.04141,56.130566,SBb2m
587738617567445080,183.90625,37.957363,SBb3m
587732482733899934,136.66115,37.80722,SBc?m(i)
587739406241497256,174.54998999999998,33.835896000000005,SBc2t
588017990695387347,217.36757000000003,7.8492755999999995,SBc2l
587739815316815883,240.41182,20.175905,SBb3m
587725818037141601,241.42416,53.73348000000001,SBb?t
587726032786882666,183.36287,2.6355588,SBc1m(i)
587733609087893707,241.75457999999998,43.6076,SBc2l
587732702327275621,156.23013,6.530118,SBc2m
587725994647748898,250.75893,46.096806,SBc2l
588017605769625755,220.43372999999997,40.02236,SBc2t
587741708874940489,154.99521000000001,24.224724,SBb
587742060518310101,142.32991,16.102428,SBc4t
587729231446933771,256.57172,35.92817,SBc2t
587741390492795033,130.7593,19.595432000000002,SBb2m
587730022260015367,231.63805,4.7850046,SBb?t
587742189378142355,209.30305,22.281786,SBb
587732051098730621,160.43306,56.250682999999995,SBb
587739608630165660,192.36574,31.975347999999997,SBb
588017704529363076,152.5367,11.244558,SBb2m
588017977837813977,234.48113999999998,27.825468,SBb2m
587727943490339001,134.64993,1.5304216,SBc2m
587736897965654296,245.0567,25.710096,SBa2l
587739844859986195,248.2396,11.844493,SBb2m
587741722823754041,194.9171,27.854934999999998,SBb(m)
587739114707025957,139.60998999999998,28.059175,SBc2m
588015510365077706,50.20082,0.8605014999999999,SBb2l
587739810494218515,231.14692999999997,19.807657,SBc(o)
587734622176739471,150.69281,41.60014,SBb2m
588023669170700295,181.42027,19.78152,SBc2l
588848900449697879,180.39355,0.34747848,SBb2m
588017720640864369,172.07591000000002,41.443714,SBd2m
587742610800640231,214.61821,15.178235999999998,SBb2m
587742061062651931,159.72342,20.154602,SBc2l(m)
587726033872158850,209.69089,3.2785122,SBb
587739376156082181,123.251305,17.776016000000002,SBc2m(m)
587731514224148619,36.487995,1.1867012,SBc?m
587729782275965445,260.30624,29.1859,SBa
587739158722183397,135.32738,27.235558,SBb(r)
587736897966899470,247.53078,23.925797,SBc2l
587739721373712547,218.14403,26.258540999999997,SBb2m
588017978907164854,224.57422000000003,33.071003000000005,SBb(i)
587735349113978967,189.52553,15.387641,SBb
587733428162723929,228.83507000000003,51.063866,SBc
587741708331385031,139.35532,19.475051999999998,SBc2m
587731514225852604,40.422259999999994,1.1268127000000001,SBc2m
587735742620500391,248.81804,25.026120000000002,SBb3m(m)
587735429082644538,204.94933999999998,47.552723,SBc
587722983892648021,191.58247,0.5803014,SBb2m
587741392106553440,137.23668,23.795776,SBb
588017991773192402,226.75017000000003,7.8131824000000005,SBb4m
588018254292975701,235.65854,40.13302,SBc2m
587736916752400639,220.0776,13.034735000000001,SBb(r)
587732577230586067,147.53581,5.2386594,SBc
587732134311297190,180.27844,51.412407,SBb2m
587729154133327965,173.96056000000002,63.96106999999999,SBc2m
587742061632290975,238.47556,14.038554999999999,SBc2m
587722984430567593,193.96715,0.9591436,SBb(r)
588010359614406674,159.99733999999998,4.788823000000001,SBc2l
587726031179612330,191.04085,1.301968,SBc?l
587735666391187764,244.48012999999997,38.9955,SBc2t
587735663163211958,158.97954,40.43168,SBb2m(r)
587728879259418850,137.87447,2.6948607000000004,SBc2m
587739407872884957,229.78252,27.099940000000004,SBb
588017725471129823,177.90698,7.5727677,SBc
587736586573447334,210.48972,40.655193,SBb
588017702921633962,159.43658,10.866565,SBb2t
587739720310194279,241.44585,17.307472,SBd2t(i)
587739304752119907,179.8517,35.602077,SBb2l
587728880882614334,166.66753,5.3182077,SBb2m
587739380994015469,233.54617000000002,24.794859,SBb(r)
587738947217784943,176.31007,39.6636,SBb(r)
587742573758644346,168.91942,20.260242,SBb2t(r)
588017625081577538,184.75676,43.821983,SBb
588017978872102988,129.66914,25.587185,SBb2l
587742775096836223,183.12027,17.972172,SBc
587725550139277434,187.90411,66.42517,SBa2l
587735431227900067,197.92137,50.247295,SBc?m
587730022260670820,233.16997999999998,4.7690554,SBc
587731498647879847,152.43791000000002,51.608143,SBc2l
587729157897977979,206.77971000000002,3.6223385,SBc2l
587737826206614060,111.60905,37.966602,SBb2l
587742062698823711,222.18552999999997,19.228876,SBb2m
587744638566269254,129.80637,15.309492,SBb(r)
588017115050999842,206.01707,45.31029,SBb2l
587742629598920899,223.355,14.806976,SBb
587738371673096509,127.56886999999999,24.049862,SBd?t
587734622171627655,137.55998,36.026714,SBb2t
587733604267065747,245.83266,40.144154,SBc?t
587736915143360673,223.5186,11.377491000000001,SBc2l(m)
588017566560092318,177.0048,12.585042999999999,SBc?t
588015508221132883,58.31286,-0.70987695,SBc
587729777989124367,232.68486000000001,-1.3786503,SBc2l
587745403066909336,122.29301000000001,8.29964,SBb
588017990699057497,225.8472,7.113160000000001,SBb
587726033870586020,206.15053999999998,3.2887193999999997,SBb?m
587726031708749844,173.26192,1.712952,SBc2l
588010360158945501,177.692,5.676433599999999,SBb
588017726550966311,191.84656,8.292392999999999,SBc
588011218597904558,202.63408,61.409344,SBd2l
587728679540621373,178.08594,65.76728,SBc(r)
587736547388686661,234.02254,5.576396,SBb?t
588018090010804300,247.56097000000003,26.20648,SBc2m
587742013297852483,218.66225,18.523643,SBc2m
588297863639400695,129.80997,31.347738,SBb
587735344258416888,134.27835,8.32932,SBd2m
587726102028288125,231.90675,3.9415703,SBc2m
587735347477086512,128.5082,7.7564936,SBc+t
588017990160679032,222.32867000000002,7.1208663,SBb?m(d)
587739407295512871,125.90337,19.94494,SBb2t
587731513153159199,42.73942,0.36939824,SBb2l
587738947755376732,178.42633,40.174442,SBb
587732053773779003,119.91465,28.57978,SBb2m(o)
588010360147149024,150.60777,4.8365035,SBc2m
587728308565639405,168.95535,2.3653061,SBb2l
587736524298911964,213.59962000000002,6.103144,SBc2l
588017979454455825,247.94261,21.476881,SBc2t
587735666395382026,252.23671000000002,31.91275,SBc?t
587736916759150745,235.63972,10.380636,SBc?m
588017604145512511,178.64099,44.20473,SBc
587732053237366917,121.05061,29.147872999999997,SBc(i)
587742013830463683,208.66635,20.682133,SBb2m
587736584965259323,216.65361000000001,37.54622,SBc2m
587739406756544940,121.83247,17.143938000000002,SBc2l
587742551752048781,213.85889,18.51691,SBb
587736976883974412,233.93337999999997,27.2304,SBc3m
587726033872355440,210.13647000000003,3.2415686000000004,SBc2l
587739114168582209,136.23581000000001,26.105995,SBc
587729409690829179,253.87936000000002,39.300755,SBc(o)
587742775090741367,168.46935,17.388226,SBc2m
588010135190765678,133.04651,48.739826,SBb2m
588018253759250624,242.45882999999998,35.290440000000004,SBb(r)
587742189904003274,182.04025,24.676775,SBc2l
587739406794686695,218.53813,29.910272999999997,SBb2t
587732772118134870,156.7573,9.379897,SBb2m
587736916759085402,235.47964,10.450781,SBc1l(i)
587732703407374449,170.76761000000002,7.937908999999999,SBb
587742550688465173,237.11722999999998,12.389594,SBb
587726014009508024,212.72097999999997,1.3693988000000001,SBb
587736940374786194,223.90207999999998,32.2221,SBc2t
588009367469686930,129.35943999999998,47.779644,SBc2m
587739407313076267,168.45886000000002,34.055984,SBc2t
587730021723210057,231.84166000000002,4.513082,SBc2t
587728677932105752,189.63055,64.58237,SBa2t(r)
587736543088148522,206.34512,9.776000999999999,SBb2m(m)
587735348565639265,162.50966,14.073175,SBb(r)
588017702940770474,203.982,11.223163000000001,SBb2m
587741829116461064,155.64185,21.907013,SBc
588007004190474274,238.85725,50.80297,SBc?t
587731889501438081,168.07616000000002,55.424046,SBb2m
587732578298560585,134.26424,4.9042535,SBd2m
587737809566630286,115.68446000000002,44.267672999999995,SBb
587733412064788748,237.43987,41.971367,SBb
587735347477545165,129.54205,7.969660799999999,SBc2m
587735349647507544,181.64066,15.855260999999999,SBb2m
588011122501550131,178.05893,61.378547999999995,SBc(r)
587748927629361158,178.36423,-1.1810441999999999,SBc2m
587734622704500838,128.32523,31.044088000000002,SBc2m
587731886807253097,119.12376,32.961975,SBb2l(r)
587732701796499572,170.22576999999998,6.633988400000001,SBc2m(r)
587742865820680344,173.81712,18.271816,SBb2l
587733080273322116,173.54233,54.23563000000001,SBc?m
587736541482385426,217.40337999999997,7.7358637,SBb2m
587736543627837689,212.96658,9.752443,SBc?m
587739380460945618,241.7285,20.526632,SBc2m
587734622701224301,121.72671000000001,26.374129999999997,SBd?t
587725039017197738,177.7973,-3.6694617,SBb2l
587741533848731866,144.44593999999998,24.389925,SBc
588009365868969998,162.73871,59.53734,SBc2t
588017979449737505,238.13593999999998,27.417571999999996,SBd2m
587739646198415506,143.1161,24.350573,SBb
587742550144778472,221.50446000000002,15.674088000000001,SBb3t
587734892215992451,179.44156999999998,9.481808000000001,SBb(i)
588017729226408011,187.58798000000002,7.487691000000001,SBc2t
587734621634166915,136.38133,34.91368,SBc2m
587726102558343305,216.3267,5.272312,SBb2m
587741602034942088,192.24715,27.375505,SBd
587726015626280991,226.78345,2.1150014,SBb2t(r)
587741725501030510,175.23662,24.076912,SBb?t
587730021721047321,226.88826,4.8542795,SBc2m
587734622710988960,143.38771,39.317204,SBb2m
587742566785679572,156.983,16.784392999999998,SBc?t
587739646737580208,148.53049,26.480090999999998,SBb
587739405699186690,159.99161999999998,31.309292,SBc2m
587736546851094842,232.27213999999998,5.4100665999999995,SBc2m
587739157113209013,139.70905,27.894173,SBb2l
588016891713945689,159.72678,39.519302,SBc2m
588017978376978701,239.77332,25.536425,SBb2l
587739815317340339,241.61931,19.753372,SBb
588017606289588366,167.61813,44.755215,SBc2l
588017110754787494,169.91176000000002,46.149086,SBb?m
587731887343403421,117.65885,31.960303999999997,SBc2m
588016525560840303,151.5127,38.680367,SBb2t
588017726014685256,193.2919,8.041075,SBb
587739607812538469,159.73341000000002,28.812447,SBc2m
587741721747849324,189.25851,27.281316999999998,SBb
587741490887721540,118.94996,13.716116,SBb2m
588010135191355409,134.3912,49.6437,SBc2m
587739815850868978,234.33287,23.246634,SBc
588017979410153686,131.94788,27.334640000000004,SBc2m
587738066200297660,137.94244,64.29666,SBc2l
587742014898831494,195.5745,22.862068,SBc
587739304224227573,204.9195,33.68934,SBb(r)
587736478133780817,230.8216,8.813137,SBc2l
588023045865406830,134.7035,17.582066,SBc4m
587731891113296041,172.7074,57.197903000000004,SBc
587735349106311383,171.41771,15.141835,SBc2l
587741601500627116,198.89561,26.590491999999998,SBb
588023668102004895,193.63166999999999,18.882673,SBb
587736782003438196,254.7904,21.626053,SBc1m
588017978875314346,136.82115,29.363981,SBb2l
587739651034054987,238.16704,20.160223000000002,SBd
587728677932761239,193.22737,64.53038000000001,SBb2m
588297864729198750,173.35432,47.254948,SBc
587745244691103850,125.52161000000001,10.933774,SBc1t
587731886806073705,117.27871,30.764371999999998,SBc2t
587736753544298741,246.3582,30.309446,SBb2m
587728677391368413,169.66862,63.454330000000006,SBb2m
587739828753072391,248.33345,13.71444,SBc2t
587729747912360250,231.82495,1.8989695,SBc2t
588017703489306962,230.92381,8.561098,SBb
587735660479643825,161.85837,38.99053,SBb
588010879841009863,198.67015,5.345357,SBc2t
587745244705390708,158.38634,18.498423000000003,SBb(o)
587739380455899358,230.41394,25.536192,SBb(r)
587736752465903773,236.14119,36.47738,SBb
587725550655176975,115.56393,38.897984,SBb?t
588017947736539290,170.14423,40.92776,SBb?t
587735348027785369,160.16714,13.420626,SBb2m
587732054318776577,136.64803999999998,41.379745,SBb
588017702944178311,211.90854,10.737131,SBb2t
587738570320117771,199.10332,15.361464999999999,SBb4m
587735348559872007,148.98767,12.410667,SBc2m
587738616493768778,184.05978000000002,37.20098,SBb2l
587739156578238678,144.51192,29.22545,SBc?t
588018054576537719,215.4586,47.211334,SBc2l(d)
587735343188082930,142.19107,8.659297,SBb2t
587729408080216086,252.49039,38.75797,SBb(r)
587729387152343108,181.8122,60.07239499999999,SBb2m(r)
588015508217004255,48.82902,-0.67723393,SBc?m(i)
587742012761243650,219.12419,17.89659,SBd2m
587742571614568537,177.27771,19.168404000000002,SBd
588023669703770133,172.17713999999998,19.887005,SBc2t
587741532247359532,167.52843000000001,28.343735,SBb2m
588016879365390609,128.9216,27.40103,SBb2l
587742774551314484,162.42372,16.279142,SBc
587735237418680727,121.005775,24.545498000000002,SBb2m
587742576979869831,186.61783,20.111921,SBb2m
588013384335622327,126.68111999999999,35.579945,SBb2m
587731513690882179,44.738995,0.7882063,SBb2l
588017626153549955,179.18900000000002,44.474754,SBb2t
588016839634059581,124.10961999999999,23.142526999999998,SBc2l
587732483824484354,188.48465,50.226704,SBb(i)
587729781737587181,258.0385,31.969820000000002,SBc2m
587733081891274820,202.65105,54.732634999999995,SBb2m
587734691425485086,139.00992,7.330025,SBc4m
587729387145724008,153.66388,56.16958,SBc2l
587726033848369314,155.34665,3.148619,SBb2m
588017702415303044,230.2619,8.018289,SBb
587742567859945587,157.98592,17.863636,SBb?t
587741532785082568,169.79256,29.000177,SBc2t
587742551216226487,216.3041,17.652379999999997,SBb2t(r)
587732482212036703,182.15286,49.07788,SBb(r)
587733610158817396,235.99552999999997,48.84205,SBb2l
587742059996250232,177.74014,21.188784,SBb2m
587739153892049110,123.69729,20.647005,SBb
587731869092085968,160.63902,52.270668,SBb2l
587739828745339075,231.33567999999997,20.344877,SBc2m
587736542555340823,215.70552,8.621853999999999,SBc2m
587736524838076612,218.77912999999998,6.058326,SBc2m
588017725473751183,183.89813,7.696401,SBb2m(m)
587732578832023803,126.47001000000002,4.546118700000001,SBc1t
587741531710816349,168.50722,27.980843,SBc4t
587741533305634981,130.32872,18.786285,SBc2m
588007004702114026,134.71941999999999,53.832333,SBc2m
587741532254568521,186.33411999999998,29.467740999999997,SBb2m
587736542565171521,238.16817000000003,6.172807700000001,SBc2l
587739505014603940,205.7009,30.207348,SBb(i)
587738196654358768,124.14187,57.99438000000001,SBc
587738568712978515,207.29172,13.347033499999998,SBc2l(i)
587745539971416403,128.06558,9.689117999999999,SBb
587731912036253888,139.96785,47.550816,SBc
587732769973993647,164.50485,8.25279,SBc
587733410989474001,233.06625,43.62934,SBb
587742902863266027,189.74445,17.254137,SBb4t
587732482194604106,131.50488,34.188046,SBb2m
587742013294510216,210.72557,19.986573999999997,SBb2l
588016878292566207,131.32326,27.838628999999997,SBc2t
587734948056596502,156.13333,10.294678999999999,SBc2l(m)
587742060553502968,226.79958,16.50812,SBb
587741830192496851,161.08006,23.870935,SBc2m(i)
587735347496681683,173.7826,13.985795999999999,SBb
588023046947536921,153.90007,24.074806,SBb2m
587742014372053288,220.02933,19.069370000000003,SBb2m
587739845385322724,222.30006,20.590088,SBb2m
587737809572134958,125.91646599999999,54.862590000000004,SBc2m
587741490360746190,140.81465,22.521954,SBb
587742589870801176,246.93825,9.827805999999999,SBb(r)
587738568164704481,180.41403,14.055017999999999,SBc3m
587738409798205600,172.90775,14.077342000000002,SBc2l
587725470671241231,134.18646,54.242928000000006,SBc2l
587731187811746035,353.66705,1.2198242,SBb
587736942525743306,233.12375,30.130262,SBb
587729751132471612,247.3672,40.547314,SBb
587739826589335627,210.46881000000002,24.024406,SBc
587741490908561596,167.7327,29.327971999999995,SBb2l(d)
587742572687654983,175.5755,19.837763,SBc?t(d)
587731513678168196,15.680715,0.7202626,SBb?t
587728308031455419,175.11696,1.9811671999999998,SBc
587732048408477871,142.5442,48.06695,SBb2m
587737809570627773,122.50556999999999,52.128640000000004,SBb2l
587741391031959646,135.6665,22.228839999999998,SBb
587739720844116124,235.09407000000002,20.536955,SBc2m
587739132414984412,204.02153,36.277927000000005,SBb?t
587732054311174513,120.46665,29.841183,SBc2m
587726033311563892,155.44872,2.726395,SBb2t
587732483824091364,187.24387,50.336643,SBb
587739295089164513,169.43262,33.996574,SBb2m
587742013824237586,193.40256000000002,22.130724,SBb
587742616171839676,239.33567999999997,15.791061,SBd
