NAME2,I,type,other,hubble,sat,bar,core,asa,gud,tl,mg,onsa,ring
J135247.63+574418.4,0.1545634675615339,a,,e,,,,,,,,,
J135314.12+002650.2,0.09777703055126782,b,,e,,,,,,,,,
J135801.16+390138.2,0.051331424535642,b,,e,,,,,,,,,
J135848.07+045426.9,0.10078873164681806,b,,e,,,,,,,,,
J135857.98+614050.6,0.0719971468689816,b,,e,,,,,,,,,
J135933.18+560228.7,0.09951210475930096,d,,s,,,,,,,,,
J140132.74+133206.0,0.09285954210412097,d,,s,,,,,,,,,
J140155.23+513110.3,0.07570540520336891,b,,e,,,,,,,,,
J141026.83-004956.6,0.11033699576947824,b,,e,,,,,,,,,
J141259.24+005516.3,0.14510142134687168,f,,e,,,,,,,,,
J141451.35+030751.3,0.06892558565871038,b,,e,,,,,,,,,
J141507.75+544805.5,0.11949502343489872,3,,a,,,,1,,,,,
J141547.22+411824.4,0.08453936718092496,b,,e,,,,,,,,,
J141555.71+043319.1,0.15269079832283294,1,,a,,,,1,,,,,
J141624.68+043801.8,0.1490964781349006,d,,s,,,,,,,,,
J142410.99-004044.1,0.1026072267270966,d,f,s,,,,,,,,,
J142507.50+360326.7,0.10623931420846458,f,,e,,,,,,,,,
J142818.40+010746.5,0.16483515785138744,d,,s,,,,,,,,,
J142859.56+605000.5,0.07853682519555996,f,,e,,,,,,,,,
J143031.19+524225.8,0.09549340263393892,1,,a,1,,,,,,,,
J143143.18-021248.8,0.12607990956021534,2,,a,,,,,,,1,,
J143232.50+340625.4,0.10968783728131838,b,,e,,,,,,,,,
J143318.48+344404.4,0.14438530838279606,3,,a,,,,,,1,,,
J143408.12+590921.7,0.06599008438295674,f,,e,,,,,,,,,
J143416.62+371202.7,0.10030703551907454,2,,a,,,,,1,,,,
J143445.75+005319.1,0.08874475527293614,b,,e,,,,,,,,,
J143838.87+363354.8,0.09499453118265004,b,,e,,,,,,,,,
J144308.20+611914.4,0.13858609932282098,2,,a,,,,,1,,,,
J144545.12+513450.9,0.19534648138587093,3,,a,,,,,1,,,,1
J144632.40+490038.0,0.11915947454195196,a,,e,,,,,,,,,
J144723.12+020545.1,0.12741606781089165,f,,e,,,,,,,,,
J144725.16+032627.9,0.0739056395689543,b,,e,,,,,,,,,
J144837.04+514331.0,0.09371636977104654,b,,e,,,,,,,,,
J144921.59+631613.9,0.1278910851517086,2,,a,,,,,1,,,,
J145205.74+381059.3,0.18621543256076395,2,,a,,,,,1,,,,
J145249.24+583334.9,0.11207135309923774,f,,e,,,,,,,,,
J145313.15+534922.5,0.09765776381750316,c,,l,,,,,,,,,
J145627.95+021224.7,0.08618907751343625,b,,e,,,,,,,,,
J145750.61+535711.4,0.11117454445976784,d,,s,,,,,,,,,
J145850.70-011914.5,0.08006264656872453,b,,e,,,,,,,,,
J150126.33+020410.8,0.07342051126422874,f,,e,,,,,,,,,
J150317.26+012312.1,0.20085040793644746,c,c,l,,,,,,,,,
J150624.23+322551.0,0.07158098162537023,b,,e,,,,,,,,,
J150720.42+022328.1,0.19001029312899548,a,,e,,,,,,,,,
J150759.30+011354.3,0.10685535455509236,2,,a,1,,,,,,,,
J150843.24+405554.6,0.09421964893530646,f,,e,,,,,,,,,
J151049.53+032526.6,0.13034590523682255,b,,e,,,,,,,,,
J151104.95+041737.8,0.22252404800541334,3,,a,,,,1,,,,,
J151157.74+364706.1,0.19962819605616725,3,,a,,,,1,,,,,
J151204.94+000116.7,0.10513815811536804,c,,l,,,,,,,,,
J151506.22-021949.1,0.1574122339785187,c,,l,,,,,,,,,
J151605.52+600000.5,0.14436111807978882,3,,a,,,,,1,,,,
J151739.42+040709.6,0.1466247288693852,a,,e,,,,,,,,,
J151944.30+441918.6,0.11668995957795505,1,,a,1,,,,,,,,
J152041.34+490623.6,0.10650848632934448,1,,a,1,,,,,,,,
J152500.85+025449.0,0.07916266167810017,a,,e,,,,,,,,,
J152535.60+483550.8,0.1253954622220344,c,,l,,,,,,,,,
J152552.61+542218.0,0.07323099761979117,f,,e,,,,,,,,,
J152645.10+334059.8,0.0751888085840082,b,,e,,,,,,,,,
J152659.44+355837.1,0.3679152831913544,3,,a,,,,,1,1,,,
J153048.75-013558.3,0.12176877665865145,d,,s,,,,,,,,,
J153055.05+533337.4,0.061357628266510124,b,,e,,,,,,,,,
J153138.87+351649.7,0.09370036641739383,d,,a,,,,,,,,,1
J153607.02-020642.4,0.08037066807762824,b,,e,,,,,,,,,
J153838.50+365730.1,0.06368821283661627,d,,a,,,,,,,,,1
J153908.88+322425.4,0.20952648166685814,1,,a,,,,1,,,,,1
J153928.56+465859.7,0.08388437873058903,d,,s,,,,,,,,,
J154257.57+313132.1,0.07750545933129574,c,,l,,,,,,,,,
J154304.11+511249.0,0.08101471322693987,2,,a,,,,,1,,,,
J154326.50-005523.8,0.12173694613707005,f,,e,,,,,,,,,
J154624.05+431715.6,0.12924002276836682,1,,a,1,,,,,,,,
J154654.33+055328.4,0.14043832371279533,f,,e,,,,,,,,,
J154729.64+550903.8,0.14994834941652396,c,,l,,,,,,,,,
J154835.17+424146.7,0.3255167582635342,c,,l,,,,,,,,,
J154847.04+093126.6,0.1065873310084869,1,2,a,1,,,,,,,,
J154955.55+055931.2,0.1541402173344221,c,,l,,,,,,,,,
J155036.38+512352.9,0.06686402159569653,d,,s,,,,,,,,,
J155126.42+531000.6,0.07687125834840212,d,,s,,,,,,,,,
J155130.28+490728.1,0.13049048407378752,d,,s,,,,,,,,,
J155214.27+481029.7,0.09015393629111694,d,,s,,,,,,,,,
J155329.28+525132.1,0.10582477695982326,f,,e,,,,,,,,,
J155346.40+544427.8,0.11110170042108747,d,,s,,,,,,,,,
J155404.40+545708.3,0.08614791741287146,b,,e,,,,,,,,,
J155525.74+504810.8,0.10073288263661494,f,,e,,,,,,,,,
J160151.51+024810.0,0.3089978844216661,c,4?,l,,,,,,,,,
J160205.51+523316.9,0.07965579047372258,b,,e,,,,,,,,,
J160229.84+334735.0,0.10191271720959767,b,,e,,,,,,,,,
J160406.98+443259.1,0.0722945727812705,b,,e,,,,,,,,,
J160510.74+472901.4,0.10320055229399072,b,,e,,,,,,,,,
J160534.65+323940.9,0.2259655967184305,1,,a,1,,,,,,,,1
J160933.75-002510.8,0.190467996132766,c,,l,,,,,,,,,
J160939.36+502246.1,0.0835803756913708,f,,e,,,,,,,,,
J161243.06+002247.9,0.09806352682135126,f,,e,,,,,,,,,
J161250.86+532304.8,0.115575640269705,b,,e,,,,,,,,,
J161354.27-003654.2,0.09991944279893968,b,,e,,,,,,,,,
J161433.82+414240.5,0.07059792148375638,b,,e,,,,,,,,,
J161532.05+314933.7,0.13119860728092378,d,,s,,,,,,,,,
J161624.64+515659.1,0.08862128991469025,f,,e,,,,,,,,,
J162441.32+345001.7,0.11406206035078145,b,,e,,,,,,,,,
J162529.22+403821.9,0.15392335019358375,b,,e,,,,,,,,,
J162941.86+263047.0,0.09205410525217192,a,,e,,,,,,,,,
J163215.40-000259.7,0.1141618276737314,d,,s,,,,,,,,,
J163557.98+314856.7,0.1457367492616323,e,d,s,,,,,,,,,
J163705.21-002224.1,0.069401796390981,b,,e,,,,,,,,,
J163934.96+355604.5,0.14629547036676302,b,,e,,,,,,,,,
J163938.24+465757.1,0.17816142702968454,c,,l,,,,,,,,,
J164107.64+224924.8,0.0605863606489009,a,,e,,,,,,,,,
J164128.36+381608.4,0.08604166493792016,d,,s,,,,,,,,,
J164203.57+323239.2,0.0759769362340793,b,,e,,,,,,,,,
J164414.29+314459.0,0.15153179602208913,f,,e,,,,,,,,,
J164858.61+400041.4,0.07249104551242076,d,,s,,,,,,,,,
J165141.70+414006.2,0.14013545616880044,e,,a,,,,1,,,,,
J165744.13+192207.2,0.09130059896283647,f,,e,,,,,,,,,
J165745.06+172653.6,0.1047378519539495,f,,e,,,,,,,,,
J165922.66+204947.5,0.1411542082245923,e,,s,,,,,,,,,
J170001.67+384857.6,0.11710262095695165,1,,a,1,,,,,,,,
J170408.72+312902.3,0.09443922245127732,b,,e,,,,,,,,,
J170622.22+212422.2,0.13418651216660354,b,,e,,,,,,,,,
J171459.27+644825.1,0.10646399037561742,2,,a,,,,,1,,,,
J171725.53+291107.9,0.060577928396232786,f,,e,,,,,,,,,
J171934.81+563748.1,0.10899931524658836,b,,e,,,,,,,,,
J172717.39+582907.7,0.08849942716595502,2,,a,,,,,1,,,,
J172837.52+570842.2,0.11863595664653735,1,,a,1,,,,,,,,
J173752.68+540339.5,0.07889380431511926,d,,s,,,,,,,,,
J203907.03+003316.4,0.10441899858375292,1,,a,,,,,,,,,1
J204907.49+010838.6,0.06535039031568328,c,,l,,,,,,,,,
J210915.57+003124.5,0.09556937337836917,f,1,e,,,,,,,,,
J211718.29-061346.7,0.08314105912531057,b,,e,,,,,,,,,
J211843.54-071212.3,0.1059289936937795,f,,e,,,,,,,,,
J212537.90-071938.5,0.12521844640226462,b,,e,,,,,,,,,
J212928.98-001310.6,0.10185908924729636,f,,e,,,,,,,,,
J213206.88+110637.0,0.10328030656587288,d,,s,,,,,,,,,
J213652.09-070433.4,0.10930456711386186,3,?,a,,,,,,1,,,
J213932.41-080309.8,0.18533312412703104,c,,l,,,,,,,,,
J215226.04-081025.0,0.19986093242457936,2,,a,,,,,1,,,,
J215259.07-000903.4,0.07421753633853075,f,,e,,,,,,,,,
J215648.47+004110.7,0.11182079257582904,a,,e,,,,,,,,,
J220141.64+115124.4,0.12995722117561112,2,,a,,,,,1,,,,
J220316.00+003415.9,0.16398454523348235,1,,a,1,,,,,,,,
J221148.27-003500.2,0.23516244272287795,1,,a,1,,,,,,,,
J221203.51-073444.2,0.2074685068490455,3,,a,,,,,,,,,1
J221210.26+135703.6,0.7486809343039843,c,,l,,,,,,,,,
J221741.62+000907.5,0.11775367415917072,a,,e,,,,,,,,,
J225200.50+002149.4,0.11465947302697092,f,,e,,,,,,,,,
J225600.96+000335.7,0.12359400514433025,d,,s,,,,,,,,,
J225900.18+132951.7,0.06610306342579833,b,,e,,,,,,,,,
J230343.06+135535.5,0.07361542384243183,b,,e,,,,,,,,,
J230442.82-093345.3,0.09556406782208528,b,,e,,,,,,,,,
J231221.42+143633.8,0.07661286209309384,a,,e,,,,,,,,,
J231644.67+132858.8,0.11472001409291775,1,,a,1,,,,,,,,
J232327.04+141933.1,0.061807738273153924,d,,s,,,,,,,,,
J232611.30+140148.1,0.06515179080321491,f,,e,,,,,,,,,
J233612.85+150024.5,0.17878306758163967,4,,a,,,,,,,1,,
J233813.30+143153.0,0.0750614238391611,b,,e,,,,,,,,,
J234152.63-083853.4,0.12929267365905162,d,,s,,,,,,,,,
J235951.73-092633.6,0.09873722361886894,b,,e,,,,,,,,,
