NAME1,objid1,RA1,DEC1,LOGL1_5007,Z1NAME2,objid2,RA2,DEC2,LOGL2_5007,Z2
J004042.10-110957.6,,10.175425,-11.166005,38.970053,,,46.633328999999996,-6.422552,38.911187,0.028027
J004042.10-110957.6,,10.175425,-11.166005,38.970053,,,46.633328999999996,-6.422552,38.911187,0.028027
J140718.29+125314.0,,211.82619,12.887215,39.52268,,,234.66042000000002,36.958355,39.525546000000006,0.0186078
J140718.29+125314.0,,211.82619,12.887215,39.52268,,,234.66042000000002,36.958355,39.525546000000006,0.0186078
J140718.29+125314.0,,211.82619,12.887215,39.52268,,,234.66042000000002,36.958355,39.525546000000006,0.0186078
J140718.29+125314.0,,211.82619,12.887215,39.52268,,,234.66042000000002,36.958355,39.525546000000006,0.0186078
J140718.29+125314.0,,211.82619,12.887215,39.52268,,,234.66042000000002,36.958355,39.525546000000006,0.0186078
J111857.69+580323.6,,169.74036999999998,58.056554000000006,40.348856,,,165.86167,66.66972,40.354127000000005,0.0333292
J111857.69+580323.6,,169.74036999999998,58.056554000000006,40.348856,,,165.86167,66.66972,40.354127000000005,0.0333292
J111857.69+580323.6,,169.74036999999998,58.056554000000006,40.348856,,,165.86167,66.66972,40.354127000000005,0.0333292
J111857.69+580323.6,,169.74036999999998,58.056554000000006,40.348856,,,165.86167,66.66972,40.354127000000005,0.0333292
J111857.69+580323.6,,169.74036999999998,58.056554000000006,40.348856,,,165.86167,66.66972,40.354127000000005,0.0333292
J162012.76+400906.2,,245.05315,40.151720000000005,40.037867,,,217.92991,-2.2135634,40.086436,0.0295117
J162012.76+400906.2,,245.05315,40.151720000000005,40.037867,,,217.92991,-2.2135634,40.086436,0.0295117
J162012.76+400906.2,,245.05315,40.151720000000005,40.037867,,,217.92991,-2.2135634,40.086436,0.0295117
J162012.76+400906.2,,245.05315,40.151720000000005,40.037867,,,217.92991,-2.2135634,40.086436,0.0295117
J162012.76+400906.2,,245.05315,40.151720000000005,40.037867,,,217.92991,-2.2135634,40.086436,0.0295117
J114107.56-024910.9,,175.28149,-2.819687,39.525960999999995,,,127.73963,42.208402,39.50517,0.0351916
J114107.56-024910.9,,175.28149,-2.819687,39.525960999999995,,,127.73963,42.208402,39.50517,0.0351916
J114107.56-024910.9,,175.28149,-2.819687,39.525960999999995,,,127.73963,42.208402,39.50517,0.0351916
J114107.56-024910.9,,175.28149,-2.819687,39.525960999999995,,,127.73963,42.208402,39.50517,0.0351916
J114107.56-024910.9,,175.28149,-2.819687,39.525960999999995,,,127.73963,42.208402,39.50517,0.0351916
J173809.30+584253.7,5.877255914582836e+17,264.53876,58.714904000000004,39.606701,,,170.58813,46.43051,39.609445,0.0323178
J173809.30+584253.7,5.877255914582836e+17,264.53876,58.714904000000004,39.606701,,,170.58813,46.43051,39.609445,0.0323178
J173809.30+584253.7,5.877255914582836e+17,264.53876,58.714904000000004,39.606701,,,170.58813,46.43051,39.609445,0.0323178
J173809.30+584253.7,5.877255914582836e+17,264.53876,58.714904000000004,39.606701,,,170.58813,46.43051,39.609445,0.0323178
J173809.30+584253.7,5.877255914582836e+17,264.53876,58.714904000000004,39.606701,,,170.58813,46.43051,39.609445,0.0323178
J111349.74+093510.7,5.877348927481446e+17,168.45725,9.586292,40.683095,,5.877311867448852e+17,9.399220399999999,0.28068526,40.693418,0.0349309
J111349.74+093510.7,5.877348927481446e+17,168.45725,9.586292,40.683095,,5.877311867448852e+17,9.399220399999999,0.28068526,40.693418,0.0349309
J111349.74+093510.7,5.877348927481446e+17,168.45725,9.586292,40.683095,,5.877311867448852e+17,9.399220399999999,0.28068526,40.693418,0.0349309
J111349.74+093510.7,5.877348927481446e+17,168.45725,9.586292,40.683095,,5.877311867448852e+17,9.399220399999999,0.28068526,40.693418,0.0349309
J111349.74+093510.7,5.877348927481446e+17,168.45725,9.586292,40.683095,,5.877311867448852e+17,9.399220399999999,0.28068526,40.693418,0.0349309
